"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"3843","100611 (3843)","4057","101178 (4057)","1/1/2017 - 3/31/2017, Every day, Daily Average",1339,1055,1698
"3843","100611 (3843)","4058","101135 (4058)","1/1/2017 - 3/31/2017, Every day, Daily Average",902,660,1232
"3843","100611 (3843)","4059","100836 (4059)","1/1/2017 - 3/31/2017, Every day, Daily Average",461,318,667
"3843","100611 (3843)","4060","100741 (4060)","1/1/2017 - 3/31/2017, Every day, Daily Average",376,264,534
"3843","100611 (3843)","4064","101142 (4064)","1/1/2017 - 3/31/2017, Every day, Daily Average",982,730,1319
"3843","100611 (3843)","4065","100731 (4065)","1/1/2017 - 3/31/2017, Every day, Daily Average",447,315,634
"3843","100611 (3843)","4069","100697 (4069)","1/1/2017 - 3/31/2017, Every day, Daily Average",535,392,728
"3843","100611 (3843)","4070","101152 (4070)","1/1/2017 - 3/31/2017, Every day, Daily Average",1067,812,1401
"3843","100611 (3843)","4071","100822 (4071)","1/1/2017 - 3/31/2017, Every day, Daily Average",822,613,1101
"3843","100611 (3843)","4075","10069A (4075)","1/1/2017 - 3/31/2017, Every day, Daily Average",585,416,822
"3843","100611 (3843)","4076","101162 (4076)","1/1/2017 - 3/31/2017, Every day, Daily Average",1124,847,1491
"3843","100611 (3843)","4077","100694 (4077)","1/1/2017 - 3/31/2017, Every day, Daily Average",546,395,754
"3843","100611 (3843)","4080","101172 (4080)","1/1/2017 - 3/31/2017, Every day, Daily Average",1219,941,1578
"3843","100611 (3843)","4081","101133 (4081)","1/1/2017 - 3/31/2017, Every day, Daily Average",840,617,1142
"3843","100611 (3843)","4082","100671 (4082)","1/1/2017 - 3/31/2017, Every day, Daily Average",600,435,827
"3843","100611 (3843)","4084","100675 (4084)","1/1/2017 - 3/31/2017, Every day, Daily Average",683,491,948
"3843","100611 (3843)","4085","100742 (4085)","1/1/2017 - 3/31/2017, Every day, Daily Average",414,295,580
"3843","100611 (3843)","4086","101134 (4086)","1/1/2017 - 3/31/2017, Every day, Daily Average",946,693,1290
"3843","100611 (3843)","4089","101143 (4089)","1/1/2017 - 3/31/2017, Every day, Daily Average",1014,757,1358
"3843","100611 (3843)","4090","100676 (4090)","1/1/2017 - 3/31/2017, Every day, Daily Average",812,610,1080
"3843","100611 (3843)","4093","100825 (4093)","1/1/2017 - 3/31/2017, Every day, Daily Average",762,553,1049
"3843","100611 (3843)","4094","406461 (4094)","1/1/2017 - 3/31/2017, Every day, Daily Average",1827,1305,2556
"3843","100611 (3843)","4095","101153 (4095)","1/1/2017 - 3/31/2017, Every day, Daily Average",1082,834,1403
"3843","100611 (3843)","4096","100695 (4096)","1/1/2017 - 3/31/2017, Every day, Daily Average",605,447,818
"3843","100611 (3843)","4100","101163 (4100)","1/1/2017 - 3/31/2017, Every day, Daily Average",1152,886,1496
"3843","100611 (3843)","4101","100834 (4101)","1/1/2017 - 3/31/2017, Every day, Daily Average",604,441,827
"3843","100611 (3843)","4102","100832 (4102)","1/1/2017 - 3/31/2017, Every day, Daily Average",460,298,708
"3843","100611 (3843)","4103","100837 (4103)","1/1/2017 - 3/31/2017, Every day, Daily Average",497,350,704
"3843","100611 (3843)","4104","100812 (4104)","1/1/2017 - 3/31/2017, Every day, Daily Average",969,722,1298
"3843","100611 (3843)","4105","101173 (4105)","1/1/2017 - 3/31/2017, Every day, Daily Average",1204,936,1547
"3843","100611 (3843)","4107","101121 (4107)","1/1/2017 - 3/31/2017, Every day, Daily Average",884,648,1204
"3843","100611 (3843)","4108","100823 (4108)","1/1/2017 - 3/31/2017, Every day, Daily Average",867,632,1189
"3843","100611 (3843)","4110","100732 (4110)","1/1/2017 - 3/31/2017, Every day, Daily Average",512,361,725
"3843","100611 (3843)","4111","100743 (4111)","1/1/2017 - 3/31/2017, Every day, Daily Average",456,328,633
"3843","100611 (3843)","4112","101127 (4112)","1/1/2017 - 3/31/2017, Every day, Daily Average",978,725,1318
"3843","100611 (3843)","4114","101144 (4114)","1/1/2017 - 3/31/2017, Every day, Daily Average",1036,776,1382
"3843","100611 (3843)","4116","100699 (4116)","1/1/2017 - 3/31/2017, Every day, Daily Average",651,482,877
"3843","100611 (3843)","4117","101154 (4117)","1/1/2017 - 3/31/2017, Every day, Daily Average",1107,869,1409
"3843","100611 (3843)","4118","100696 (4118)","1/1/2017 - 3/31/2017, Every day, Daily Average",647,483,865
"3843","100611 (3843)","4119","101156 (4119)","1/1/2017 - 3/31/2017, Every day, Daily Average",1214,937,1572
"3843","100611 (3843)","4120","100672 (4120)","1/1/2017 - 3/31/2017, Every day, Daily Average",731,535,997
"3843","100611 (3843)","4121","101164 (4121)","1/1/2017 - 3/31/2017, Every day, Daily Average",1170,908,1506
"3843","100611 (3843)","4122","100667 (4122)","1/1/2017 - 3/31/2017, Every day, Daily Average",941,708,1249
"3843","100611 (3843)","4123","100744 (4123)","1/1/2017 - 3/31/2017, Every day, Daily Average",492,354,682
"3843","100611 (3843)","4125","100674 (4125)","1/1/2017 - 3/31/2017, Every day, Daily Average",706,528,943
"3843","100611 (3843)","4127","101174 (4127)","1/1/2017 - 3/31/2017, Every day, Daily Average",1259,986,1606
"3843","100611 (3843)","4128","100677 (4128)","1/1/2017 - 3/31/2017, Every day, Daily Average",912,672,1237
"3843","100611 (3843)","4131","101126 (4131)","1/1/2017 - 3/31/2017, Every day, Daily Average",980,752,1275
"3843","100611 (3843)","4132","100698 (4132)","1/1/2017 - 3/31/2017, Every day, Daily Average",578,428,779
"3843","100611 (3843)","4134","101145 (4134)","1/1/2017 - 3/31/2017, Every day, Daily Average",1038,788,1366
"3843","100611 (3843)","4136","100833 (4136)","1/1/2017 - 3/31/2017, Every day, Daily Average",685,506,927
"3843","100611 (3843)","4138","100838 (4138)","1/1/2017 - 3/31/2017, Every day, Daily Average",560,397,788
"3843","100611 (3843)","4139","101155 (4139)","1/1/2017 - 3/31/2017, Every day, Daily Average",1139,883,1467
"3843","100611 (3843)","4143","100824 (4143)","1/1/2017 - 3/31/2017, Every day, Daily Average",810,567,1156
"3843","100611 (3843)","4144","101165 (4144)","1/1/2017 - 3/31/2017, Every day, Daily Average",1201,937,1539
"3843","100611 (3843)","4145","100673 (4145)","1/1/2017 - 3/31/2017, Every day, Daily Average",866,656,1141
"3843","100611 (3843)","4146","100733 (4146)","1/1/2017 - 3/31/2017, Every day, Daily Average",556,402,768
"3843","100611 (3843)","4147","406410 (4147)","1/1/2017 - 3/31/2017, Every day, Daily Average",1764,1377,2259
"3843","100611 (3843)","4148","100666 (4148)","1/1/2017 - 3/31/2017, Every day, Daily Average",923,726,1172
"3843","100611 (3843)","4149","101175 (4149)","1/1/2017 - 3/31/2017, Every day, Daily Average",1273,1008,1607
"3843","100611 (3843)","4150","100701 (4150)","1/1/2017 - 3/31/2017, Every day, Daily Average",639,477,854
"3843","100611 (3843)","4152","101122 (4152)","1/1/2017 - 3/31/2017, Every day, Daily Average",938,709,1239
"3843","100611 (3843)","4153","100704 (4153)","1/1/2017 - 3/31/2017, Every day, Daily Average",713,535,948
"3843","100611 (3843)","4156","101125 (4156)","1/1/2017 - 3/31/2017, Every day, Daily Average",1046,799,1368
"3843","100611 (3843)","4157","100681 (4157)","1/1/2017 - 3/31/2017, Every day, Daily Average",712,540,937
"3843","100611 (3843)","4158","101211 (4158)","1/1/2017 - 3/31/2017, Every day, Daily Average",1115,838,1482
"3843","100611 (3843)","4159","101216 (4159)","1/1/2017 - 3/31/2017, Every day, Daily Average",1130,873,1461
"3843","100611 (3843)","4160","100721 (4160)","1/1/2017 - 3/31/2017, Every day, Daily Average",572,412,794
"3843","100611 (3843)","4161","101201 (4161)","1/1/2017 - 3/31/2017, Every day, Daily Average",1182,923,1512
"3843","100611 (3843)","4162","100724 (4162)","1/1/2017 - 3/31/2017, Every day, Daily Average",589,425,814
"3843","100611 (3843)","4163","100683 (4163)","1/1/2017 - 3/31/2017, Every day, Daily Average",743,551,1000
"3843","100611 (3843)","4164","100711 (4164)","1/1/2017 - 3/31/2017, Every day, Daily Average",598,439,813
"3843","100611 (3843)","4165","101166 (4165)","1/1/2017 - 3/31/2017, Every day, Daily Average",1220,954,1560
"3843","100611 (3843)","4167","101176 (4167)","1/1/2017 - 3/31/2017, Every day, Daily Average",1321,1037,1681
"3843","100611 (3843)","4168","406462 (4168)","1/1/2017 - 3/31/2017, Every day, Daily Average",1644,1191,2268
"3843","100611 (3843)","4171","100843 (4171)","1/1/2017 - 3/31/2017, Every day, Daily Average",796,586,1081
"3843","100611 (3843)","4172","100841 (4172)","1/1/2017 - 3/31/2017, Every day, Daily Average",507,336,763
"3843","100611 (3843)","4175","100844 (4175)","1/1/2017 - 3/31/2017, Every day, Daily Average",744,555,997
"3843","100611 (3843)","4183","100847 (4183)","1/1/2017 - 3/31/2017, Every day, Daily Average",601,427,844
"3843","100611 (3843)","4184","101215 (4184)","1/1/2017 - 3/31/2017, Every day, Daily Average",1189,907,1557
"3843","100611 (3843)","4185","100678 (4185)","1/1/2017 - 3/31/2017, Every day, Daily Average",989,769,1271
"3843","100611 (3843)","4187","100679 (4187)","1/1/2017 - 3/31/2017, Every day, Daily Average",966,749,1245
"3843","100611 (3843)","4188","100703 (4188)","1/1/2017 - 3/31/2017, Every day, Daily Average",768,589,1001
"3843","100611 (3843)","4191","101202 (4191)","1/1/2017 - 3/31/2017, Every day, Daily Average",1200,947,1520
"3843","100611 (3843)","4192","100712 (4192)","1/1/2017 - 3/31/2017, Every day, Daily Average",626,457,857
"3843","100611 (3843)","4194","100955 (4194)","1/1/2017 - 3/31/2017, Every day, Daily Average",964,695,1336
"3843","100611 (3843)","4195","406401 (4195)","1/1/2017 - 3/31/2017, Every day, Daily Average",1668,1310,2123
"3843","100611 (3843)","4196","100702 (4196)","1/1/2017 - 3/31/2017, Every day, Daily Average",679,514,896
"3843","100611 (3843)","4197","101167 (4197)","1/1/2017 - 3/31/2017, Every day, Daily Average",1228,966,1561
"3843","100611 (3843)","4198","101123 (4198)","1/1/2017 - 3/31/2017, Every day, Daily Average",1018,780,1328
"3843","100611 (3843)","4199","101177 (4199)","1/1/2017 - 3/31/2017, Every day, Daily Average",1339,1041,1720
"3843","100611 (3843)","4200","101111 (4200)","1/1/2017 - 3/31/2017, Every day, Daily Average",1068,773,1474
"3843","100611 (3843)","4201","100941 (4201)","1/1/2017 - 3/31/2017, Every day, Daily Average",894,632,1264
"3843","100611 (3843)","4202","100682 (4202)","1/1/2017 - 3/31/2017, Every day, Daily Average",754,572,992
"3843","100611 (3843)","4206","100944 (4206)","1/1/2017 - 3/31/2017, Every day, Daily Average",784,536,1145
"3843","100611 (3843)","4207","100846 (4207)","1/1/2017 - 3/31/2017, Every day, Daily Average",793,573,1096
"3843","100611 (3843)","4208","101124 (4208)","1/1/2017 - 3/31/2017, Every day, Daily Average",1141,887,1467
"3843","100611 (3843)","4210","100713 (4210)","1/1/2017 - 3/31/2017, Every day, Daily Average",669,493,906
"3843","100611 (3843)","4212","100705 (4212)","1/1/2017 - 3/31/2017, Every day, Daily Average",721,549,945
"3843","100611 (3843)","4213","101203 (4213)","1/1/2017 - 3/31/2017, Every day, Daily Average",1216,959,1541
"3843","100611 (3843)","4215","100707 (4215)","1/1/2017 - 3/31/2017, Every day, Daily Average",819,632,1060
"3843","100611 (3843)","4216","100842 (4216)","1/1/2017 - 3/31/2017, Every day, Daily Average",765,510,1147
"3843","100611 (3843)","4217","101191 (4217)","1/1/2017 - 3/31/2017, Every day, Daily Average",1336,1058,1686
"3843","100611 (3843)","4218","100845 (4218)","1/1/2017 - 3/31/2017, Every day, Daily Average",798,566,1123
"3843","100611 (3843)","4219","100684 (4219)","1/1/2017 - 3/31/2017, Every day, Daily Average",839,643,1094
"3843","100611 (3843)","4221","100686 (4221)","1/1/2017 - 3/31/2017, Every day, Daily Average",809,612,1068
"3843","100611 (3843)","4222","101114 (4222)","1/1/2017 - 3/31/2017, Every day, Daily Average",1223,928,1610
"3843","100611 (3843)","4223","101113 (4223)","1/1/2017 - 3/31/2017, Every day, Daily Average",1136,905,1424
"3843","100611 (3843)","4224","100722 (4224)","1/1/2017 - 3/31/2017, Every day, Daily Average",675,490,929
"3843","100611 (3843)","4225","100848 (4225)","1/1/2017 - 3/31/2017, Every day, Daily Average",714,516,986
"3843","100611 (3843)","4227","100723 (4227)","1/1/2017 - 3/31/2017, Every day, Daily Average",708,529,946
"3843","100611 (3843)","4228","100714 (4228)","1/1/2017 - 3/31/2017, Every day, Daily Average",733,550,976
"3843","100611 (3843)","4229","101212 (4229)","1/1/2017 - 3/31/2017, Every day, Daily Average",1231,935,1620
"3843","100611 (3843)","4230","100706 (4230)","1/1/2017 - 3/31/2017, Every day, Daily Average",784,599,1025
"3843","100611 (3843)","4232","101204 (4232)","1/1/2017 - 3/31/2017, Every day, Daily Average",1229,969,1557
"3843","100611 (3843)","4235","406463 (4235)","1/1/2017 - 3/31/2017, Every day, Daily Average",1627,1212,2183
"3843","100611 (3843)","4237","100852 (4237)","1/1/2017 - 3/31/2017, Every day, Daily Average",550,367,822
"3843","100611 (3843)","4238","100685 (4238)","1/1/2017 - 3/31/2017, Every day, Daily Average",886,693,1132
"3843","100611 (3843)","4239","101196 (4239)","1/1/2017 - 3/31/2017, Every day, Daily Average",1406,1133,1744
"3843","100611 (3843)","4240","101181 (4240)","1/1/2017 - 3/31/2017, Every day, Daily Average",1458,1181,1799
"3843","100611 (3843)","4241","101185 (4241)","1/1/2017 - 3/31/2017, Every day, Daily Average",1512,1236,1848
"3843","100611 (3843)","4244","100851 (4244)","1/1/2017 - 3/31/2017, Every day, Daily Average",847,609,1177
"3843","100611 (3843)","4247","100882 (4247)","1/1/2017 - 3/31/2017, Every day, Daily Average",957,744,1229
"3843","100611 (3843)","4250","100854 (4250)","1/1/2017 - 3/31/2017, Every day, Daily Average",815,595,1116
"3843","100611 (3843)","4251","101214 (4251)","1/1/2017 - 3/31/2017, Every day, Daily Average",1272,982,1646
"3843","100611 (3843)","4255","100864 (4255)","1/1/2017 - 3/31/2017, Every day, Daily Average",786,595,1037
"3843","100611 (3843)","4256","406406 (4256)","1/1/2017 - 3/31/2017, Every day, Daily Average",1699,1338,2156
"3843","100611 (3843)","4257","101205 (4257)","1/1/2017 - 3/31/2017, Every day, Daily Average",1266,1024,1565
"3843","100611 (3843)","4258","100871 (4258)","1/1/2017 - 3/31/2017, Every day, Daily Average",780,594,1023
"3843","100611 (3843)","4262","101112 (4262)","1/1/2017 - 3/31/2017, Every day, Daily Average",1101,873,1388
"3843","100611 (3843)","4263","100875 (4263)","1/1/2017 - 3/31/2017, Every day, Daily Average",850,668,1080
"3843","100611 (3843)","4264","100881 (4264)","1/1/2017 - 3/31/2017, Every day, Daily Average",909,709,1164
"3843","100611 (3843)","4265","100943 (4265)","1/1/2017 - 3/31/2017, Every day, Daily Average",579,388,863
"3843","100611 (3843)","4266","101117 (4266)","1/1/2017 - 3/31/2017, Every day, Daily Average",1011,785,1300
"3843","100611 (3843)","4268","101115 (4268)","1/1/2017 - 3/31/2017, Every day, Daily Average",1270,993,1623
"3843","100611 (3843)","4269","100855 (4269)","1/1/2017 - 3/31/2017, Every day, Daily Average",800,583,1097
"3843","100611 (3843)","4272","100872 (4272)","1/1/2017 - 3/31/2017, Every day, Daily Average",823,631,1072
"3843","100611 (3843)","4273","100893 (4273)","1/1/2017 - 3/31/2017, Every day, Daily Average",1046,818,1337
"3843","100611 (3843)","4275","100956 (4275)","1/1/2017 - 3/31/2017, Every day, Daily Average",1007,735,1379
"3843","100611 (3843)","4276","101206 (4276)","1/1/2017 - 3/31/2017, Every day, Daily Average",1350,1093,1667
"3843","100611 (3843)","4277","100861 (4277)","1/1/2017 - 3/31/2017, Every day, Daily Average",903,668,1219
"3843","100611 (3843)","4278","100942 (4278)","1/1/2017 - 3/31/2017, Every day, Daily Average",922,649,1308
"3843","100611 (3843)","4280","101119 (4280)","1/1/2017 - 3/31/2017, Every day, Daily Average",1088,873,1354
"3843","100611 (3843)","4281","101118 (4281)","1/1/2017 - 3/31/2017, Every day, Daily Average",1050,816,1349
"3843","100611 (3843)","4282","100859 (4282)","1/1/2017 - 3/31/2017, Every day, Daily Average",915,689,1213
"3843","100611 (3843)","4284","100874 (4284)","1/1/2017 - 3/31/2017, Every day, Daily Average",897,700,1148
"3843","100611 (3843)","4286","100856 (4286)","1/1/2017 - 3/31/2017, Every day, Daily Average",854,635,1146
"3843","100611 (3843)","4287","101116 (4287)","1/1/2017 - 3/31/2017, Every day, Daily Average",1219,980,1515
"3843","100611 (3843)","4289","406470 (4289)","1/1/2017 - 3/31/2017, Every day, Daily Average",1876,1433,2454
"3843","100611 (3843)","4290","101213 (4290)","1/1/2017 - 3/31/2017, Every day, Daily Average",1293,991,1686
"3843","100611 (3843)","4293","101207 (4293)","1/1/2017 - 3/31/2017, Every day, Daily Average",1386,1113,1725
"3843","100611 (3843)","4294","101192 (4294)","1/1/2017 - 3/31/2017, Every day, Daily Average",1400,1118,1752
"3843","100611 (3843)","4295","100873 (4295)","1/1/2017 - 3/31/2017, Every day, Daily Average",895,690,1159
"3843","100611 (3843)","4296","100863 (4296)","1/1/2017 - 3/31/2017, Every day, Daily Average",894,681,1172
"3843","100611 (3843)","4299","101182 (4299)","1/1/2017 - 3/31/2017, Every day, Daily Average",1552,1273,1890
"3843","100611 (3843)","4300","101101 (4300)","1/1/2017 - 3/31/2017, Every day, Daily Average",1146,910,1442
"3843","100611 (3843)","4302","101184 (4302)","1/1/2017 - 3/31/2017, Every day, Daily Average",1501,1215,1853
"3843","100611 (3843)","4303","101105 (4303)","1/1/2017 - 3/31/2017, Every day, Daily Average",1246,993,1562
"3843","100611 (3843)","4304","101091 (4304)","1/1/2017 - 3/31/2017, Every day, Daily Average",1100,851,1420
"3843","100611 (3843)","4308","100891 (4308)","1/1/2017 - 3/31/2017, Every day, Daily Average",1039,831,1298
"3843","100611 (3843)","4309","101221 (4309)","1/1/2017 - 3/31/2017, Every day, Daily Average",1305,1006,1692
"3843","100611 (3843)","4313","100862 (4313)","1/1/2017 - 3/31/2017, Every day, Daily Average",999,778,1281
"3843","100611 (3843)","4314","100857 (4314)","1/1/2017 - 3/31/2017, Every day, Daily Average",862,627,1184
"3843","100611 (3843)","4315","100953 (4315)","1/1/2017 - 3/31/2017, Every day, Daily Average",1034,755,1415
"3843","100611 (3843)","4316","101227 (4316)","1/1/2017 - 3/31/2017, Every day, Daily Average",1400,1123,1744
"3843","100611 (3843)","4317","100858 (4317)","1/1/2017 - 3/31/2017, Every day, Daily Average",922,694,1224
"3843","100611 (3843)","4319","100894 (4319)","1/1/2017 - 3/31/2017, Every day, Daily Average",950,738,1221
"3843","100611 (3843)","4322","101195 (4322)","1/1/2017 - 3/31/2017, Every day, Daily Average",1506,1193,1900
"3843","100611 (3843)","4323","101104 (4323)","1/1/2017 - 3/31/2017, Every day, Daily Average",1248,1000,1556
"3843","100611 (3843)","4324","101222 (4324)","1/1/2017 - 3/31/2017, Every day, Daily Average",1350,1046,1741
"3843","100611 (3843)","4329","100906 (4329)","1/1/2017 - 3/31/2017, Every day, Daily Average",959,733,1253
"3843","100611 (3843)","4330","101226 (4330)","1/1/2017 - 3/31/2017, Every day, Daily Average",1454,1188,1779
"3843","100611 (3843)","4331","100951 (4331)","1/1/2017 - 3/31/2017, Every day, Daily Average",1117,770,1620
"3843","100611 (3843)","4333","100895 (4333)","1/1/2017 - 3/31/2017, Every day, Daily Average",995,775,1276
"3843","100611 (3843)","4334","101193 (4334)","1/1/2017 - 3/31/2017, Every day, Daily Average",1418,1148,1750
"3843","100611 (3843)","4335","101102 (4335)","1/1/2017 - 3/31/2017, Every day, Daily Average",1204,958,1511
"3843","100611 (3843)","4336","100952 (4336)","1/1/2017 - 3/31/2017, Every day, Daily Average",1147,844,1558
"3843","100611 (3843)","4337","406464 (4337)","1/1/2017 - 3/31/2017, Every day, Daily Average",1690,1298,2199
"3843","100611 (3843)","4338","100901 (4338)","1/1/2017 - 3/31/2017, Every day, Daily Average",628,432,911
"3843","100611 (3843)","4339","100934 (4339)","1/1/2017 - 3/31/2017, Every day, Daily Average",921,652,1299
"3843","100611 (3843)","4340","100931 (4340)","1/1/2017 - 3/31/2017, Every day, Daily Average",1003,722,1392
"3843","100611 (3843)","4346","100902 (4346)","1/1/2017 - 3/31/2017, Every day, Daily Average",759,532,1081
"3843","100611 (3843)","4347","100853 (4347)","1/1/2017 - 3/31/2017, Every day, Daily Average",584,395,862
"3843","100611 (3843)","4354","101103 (4354)","1/1/2017 - 3/31/2017, Every day, Daily Average",1208,965,1511
"3843","100611 (3843)","4359","100905 (4359)","1/1/2017 - 3/31/2017, Every day, Daily Average",906,662,1238
"3843","100611 (3843)","4360","101223 (4360)","1/1/2017 - 3/31/2017, Every day, Daily Average",1364,1069,1739
"3843","100611 (3843)","4362","100903 (4362)","1/1/2017 - 3/31/2017, Every day, Daily Average",798,567,1122
"3843","100611 (3843)","4365","101225 (4365)","1/1/2017 - 3/31/2017, Every day, Daily Average",1455,1178,1795
"3843","100611 (3843)","4366","101224 (4366)","1/1/2017 - 3/31/2017, Every day, Daily Average",1400,1139,1719
"3843","100611 (3843)","4367","101093 (4367)","1/1/2017 - 3/31/2017, Every day, Daily Average",1181,875,1593
"3843","100611 (3843)","4369","100896 (4369)","1/1/2017 - 3/31/2017, Every day, Daily Average",1021,803,1297
"3843","100611 (3843)","4370","101183 (4370)","1/1/2017 - 3/31/2017, Every day, Daily Average",1543,1248,1907
"3843","100611 (3843)","4371","101092 (4371)","1/1/2017 - 3/31/2017, Every day, Daily Average",1079,807,1440
"3843","100611 (3843)","4372","100915 (4372)","1/1/2017 - 3/31/2017, Every day, Daily Average",602,411,881
"3843","100611 (3843)","4374","100907 (4374)","1/1/2017 - 3/31/2017, Every day, Daily Average",964,727,1277
"3843","100611 (3843)","4377","100892 (4377)","1/1/2017 - 3/31/2017, Every day, Daily Average",1115,835,1488
"3843","100611 (3843)","4378","100898 (4378)","1/1/2017 - 3/31/2017, Every day, Daily Average",1037,766,1402
"3843","100611 (3843)","4379","406381 (4379)","1/1/2017 - 3/31/2017, Every day, Daily Average",1699,1286,2243
"3843","100611 (3843)","4381","100933 (4381)","1/1/2017 - 3/31/2017, Every day, Daily Average",899,631,1280
"3843","100611 (3843)","4382","100932 (4382)","1/1/2017 - 3/31/2017, Every day, Daily Average",996,720,1377
"3843","100611 (3843)","4385","101261 (4385)","1/1/2017 - 3/31/2017, Every day, Daily Average",1229,954,1583
"3843","100611 (3843)","4387","101194 (4387)","1/1/2017 - 3/31/2017, Every day, Daily Average",1460,1177,1810
"3843","100611 (3843)","4388","100897 (4388)","1/1/2017 - 3/31/2017, Every day, Daily Average",1037,807,1331
"3843","100611 (3843)","4389","100908 (4389)","1/1/2017 - 3/31/2017, Every day, Daily Average",695,485,995
"3843","100611 (3843)","4390","100904 (4390)","1/1/2017 - 3/31/2017, Every day, Daily Average",670,474,946
"3843","100611 (3843)","4391","100916 (4391)","1/1/2017 - 3/31/2017, Every day, Daily Average",643,439,941
"3843","100611 (3843)","4392","406382 (4392)","1/1/2017 - 3/31/2017, Every day, Daily Average",1674,1285,2179
"3843","100611 (3843)","4393","101241 (4393)","1/1/2017 - 3/31/2017, Every day, Daily Average",1426,1086,1871
"3843","100611 (3843)","4394","101041 (4394)","1/1/2017 - 3/31/2017, Every day, Daily Average",706,491,1013
"3843","100611 (3843)","4395","100971 (4395)","1/1/2017 - 3/31/2017, Every day, Daily Average",1159,730,1838
"3843","100611 (3843)","4397","101265 (4397)","1/1/2017 - 3/31/2017, Every day, Daily Average",1330,1029,1717
"3843","100611 (3843)","4398","101231 (4398)","1/1/2017 - 3/31/2017, Every day, Daily Average",1407,1105,1789
"3843","100611 (3843)","4399","101266 (4399)","1/1/2017 - 3/31/2017, Every day, Daily Average",1368,1097,1704
"3843","100611 (3843)","4400","101232 (4400)","1/1/2017 - 3/31/2017, Every day, Daily Average",1507,1229,1847
"3843","100611 (3843)","4401","101071 (4401)","1/1/2017 - 3/31/2017, Every day, Daily Average",1181,867,1607
"3843","100611 (3843)","4402","101081 (4402)","1/1/2017 - 3/31/2017, Every day, Daily Average",989,720,1358
"3843","100611 (3843)","4404","101233 (4404)","1/1/2017 - 3/31/2017, Every day, Daily Average",1450,1194,1760
"3843","100611 (3843)","4405","101234 (4405)","1/1/2017 - 3/31/2017, Every day, Daily Average",1543,1192,1997
"3843","100611 (3843)","4406","100967 (4406)","1/1/2017 - 3/31/2017, Every day, Daily Average",1120,836,1499
"3843","100611 (3843)","4407","406365 (4407)","1/1/2017 - 3/31/2017, Every day, Daily Average",1784,1398,2275
"3843","100611 (3843)","4408","406331 (4408)","1/1/2017 - 3/31/2017, Every day, Daily Average",1774,1420,2215
"3843","100611 (3843)","4412","101235 (4412)","1/1/2017 - 3/31/2017, Every day, Daily Average",1532,1202,1951
"3843","100611 (3843)","4414","101042 (4414)","1/1/2017 - 3/31/2017, Every day, Daily Average",812,558,1180
"3843","100611 (3843)","4415","101262 (4415)","1/1/2017 - 3/31/2017, Every day, Daily Average",1210,903,1619
"3843","100611 (3843)","4416","101085 (4416)","1/1/2017 - 3/31/2017, Every day, Daily Average",960,671,1372
"3843","100611 (3843)","4418","100965 (4418)","1/1/2017 - 3/31/2017, Every day, Daily Average",1180,888,1566
"3843","100611 (3843)","4419","10091A (4419)","1/1/2017 - 3/31/2017, Every day, Daily Average",632,439,908
"3843","100611 (3843)","4423","100911 (4423)","1/1/2017 - 3/31/2017, Every day, Daily Average",800,548,1167
"3843","100611 (3843)","4425","101084 (4425)","1/1/2017 - 3/31/2017, Every day, Daily Average",1082,814,1436
"3843","100611 (3843)","4426","101082 (4426)","1/1/2017 - 3/31/2017, Every day, Daily Average",825,567,1198
"3843","100611 (3843)","4427","101047 (4427)","1/1/2017 - 3/31/2017, Every day, Daily Average",821,561,1201
"3843","100611 (3843)","4428","100919 (4428)","1/1/2017 - 3/31/2017, Every day, Daily Average",817,568,1174
"3843","100611 (3843)","4429","101072 (4429)","1/1/2017 - 3/31/2017, Every day, Daily Average",1032,740,1438
"3843","100611 (3843)","4431","406350 (4431)","1/1/2017 - 3/31/2017, Every day, Daily Average",1722,1398,2120
"3843","100611 (3843)","4432","101251 (4432)","1/1/2017 - 3/31/2017, Every day, Daily Average",1466,1132,1897
"3843","100611 (3843)","4433","100966 (4433)","1/1/2017 - 3/31/2017, Every day, Daily Average",1233,927,1639
"3843","100611 (3843)","4434","101264 (4434)","1/1/2017 - 3/31/2017, Every day, Daily Average",1322,1017,1717
"3843","100611 (3843)","4435","101046 (4435)","1/1/2017 - 3/31/2017, Every day, Daily Average",1088,831,1424
"3843","100611 (3843)","4436","100914 (4436)","1/1/2017 - 3/31/2017, Every day, Daily Average",849,597,1205
"3843","100611 (3843)","4437","100964 (4437)","1/1/2017 - 3/31/2017, Every day, Daily Average",1223,933,1601
"3843","100611 (3843)","4438","101073 (4438)","1/1/2017 - 3/31/2017, Every day, Daily Average",1151,832,1591
"3843","100611 (3843)","4442","100921 (4442)","1/1/2017 - 3/31/2017, Every day, Daily Average",1071,762,1503
"3843","100611 (3843)","4444","101043 (4444)","1/1/2017 - 3/31/2017, Every day, Daily Average",1029,747,1415
"3843","100611 (3843)","4445","100912 (4445)","1/1/2017 - 3/31/2017, Every day, Daily Average",954,689,1319
"3843","100611 (3843)","4446","100918 (4446)","1/1/2017 - 3/31/2017, Every day, Daily Average",900,642,1260
"3843","100611 (3843)","4447","101083 (4447)","1/1/2017 - 3/31/2017, Every day, Daily Average",859,595,1238
