"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"3843","100611 (3843)","4448","100961 (4448)","1/1/2017 - 3/31/2017, Every day, Daily Average",1177,924,1497
"3843","100611 (3843)","4449","100963 (4449)","1/1/2017 - 3/31/2017, Every day, Daily Average",1280,971,1686
"3843","100611 (3843)","4451","101008 (4451)","1/1/2017 - 3/31/2017, Every day, Daily Average",919,650,1298
"3843","100611 (3843)","4452","101001 (4452)","1/1/2017 - 3/31/2017, Every day, Daily Average",1035,773,1384
"3843","100611 (3843)","4453","100913 (4453)","1/1/2017 - 3/31/2017, Every day, Daily Average",1041,759,1427
"3843","100611 (3843)","4454","405351 (4454)","1/1/2017 - 3/31/2017, Every day, Daily Average",2386,1960,2903
"3843","100611 (3843)","4455","10091D (4455)","1/1/2017 - 3/31/2017, Every day, Daily Average",965,691,1347
"3843","100611 (3843)","4457","100917 (4457)","1/1/2017 - 3/31/2017, Every day, Daily Average",646,442,943
"3843","100611 (3843)","4458","100983 (4458)","1/1/2017 - 3/31/2017, Every day, Daily Average",1107,817,1498
"3843","100611 (3843)","4459","406351 (4459)","1/1/2017 - 3/31/2017, Every day, Daily Average",1760,1410,2195
"3843","100611 (3843)","4460","406334 (4460)","1/1/2017 - 3/31/2017, Every day, Daily Average",1790,1458,2197
"3843","100611 (3843)","4461","101007 (4461)","1/1/2017 - 3/31/2017, Every day, Daily Average",1010,743,1372
"3843","100611 (3843)","4462","406310 (4462)","1/1/2017 - 3/31/2017, Every day, Daily Average",1704,1315,2207
"3843","100611 (3843)","4464","101263 (4464)","1/1/2017 - 3/31/2017, Every day, Daily Average",1245,924,1676
"3843","100611 (3843)","4465","101044 (4465)","1/1/2017 - 3/31/2017, Every day, Daily Average",1088,807,1466
"3843","100611 (3843)","4467","101045 (4467)","1/1/2017 - 3/31/2017, Every day, Daily Average",1121,839,1497
"3843","100611 (3843)","4468","101267 (4468)","1/1/2017 - 3/31/2017, Every day, Daily Average",1391,1066,1814
"3843","100611 (3843)","4473","101066 (4473)","1/1/2017 - 3/31/2017, Every day, Daily Average",1182,870,1604
"3843","100611 (3843)","4474","10099A (4474)","1/1/2017 - 3/31/2017, Every day, Daily Average",1067,762,1493
"3843","100611 (3843)","4475","100981 (4475)","1/1/2017 - 3/31/2017, Every day, Daily Average",1133,811,1581
"3843","100611 (3843)","4476","101006 (4476)","1/1/2017 - 3/31/2017, Every day, Daily Average",1096,809,1484
"3843","100611 (3843)","4477","101065 (4477)","1/1/2017 - 3/31/2017, Every day, Daily Average",1077,767,1510
"3843","100611 (3843)","4478","10091E (4478)","1/1/2017 - 3/31/2017, Every day, Daily Average",902,632,1286
"3843","100611 (3843)","4479","10091B (4479)","1/1/2017 - 3/31/2017, Every day, Daily Average",860,593,1245
"3843","100611 (3843)","4480","101257 (4480)","1/1/2017 - 3/31/2017, Every day, Daily Average",1464,1125,1904
"3843","100611 (3843)","4482","10091C (4482)","1/1/2017 - 3/31/2017, Every day, Daily Average",689,473,1001
"3843","100611 (3843)","4483","101031 (4483)","1/1/2017 - 3/31/2017, Every day, Daily Average",1165,869,1561
"3843","100611 (3843)","4486","101034 (4486)","1/1/2017 - 3/31/2017, Every day, Daily Average",1047,745,1470
"3843","100611 (3843)","4487","101002 (4487)","1/1/2017 - 3/31/2017, Every day, Daily Average",1132,838,1528
"3843","100611 (3843)","4489","100982 (4489)","1/1/2017 - 3/31/2017, Every day, Daily Average",1034,728,1466
"3843","100611 (3843)","4490","101064 (4490)","1/1/2017 - 3/31/2017, Every day, Daily Average",1071,768,1492
"3843","100611 (3843)","4491","406332 (4491)","1/1/2017 - 3/31/2017, Every day, Daily Average",1811,1450,2261
"3843","100611 (3843)","4493","101061 (4493)","1/1/2017 - 3/31/2017, Every day, Daily Average",893,622,1280
"3843","100611 (3843)","4498","101067 (4498)","1/1/2017 - 3/31/2017, Every day, Daily Average",1201,877,1644
"3843","100611 (3843)","4499","101271 (4499)","1/1/2017 - 3/31/2017, Every day, Daily Average",1243,908,1699
"3843","100611 (3843)","4500","101277 (4500)","1/1/2017 - 3/31/2017, Every day, Daily Average",1328,1005,1753
"3843","100611 (3843)","4501","101005 (4501)","1/1/2017 - 3/31/2017, Every day, Daily Average",1154,864,1541
"3843","100611 (3843)","4503","406312 (4503)","1/1/2017 - 3/31/2017, Every day, Daily Average",1739,1352,2235
"3843","100611 (3843)","4504","10091F (4504)","1/1/2017 - 3/31/2017, Every day, Daily Average",944,653,1363
"3843","100611 (3843)","4505","101252 (4505)","1/1/2017 - 3/31/2017, Every day, Daily Average",1451,1089,1932
"3843","100611 (3843)","4506","101003 (4506)","1/1/2017 - 3/31/2017, Every day, Daily Average",1159,870,1543
"3843","100611 (3843)","4507","100984 (4507)","1/1/2017 - 3/31/2017, Every day, Daily Average",739,511,1066
"3843","100611 (3843)","4508","101253 (4508)","1/1/2017 - 3/31/2017, Every day, Daily Average",1385,1030,1862
"3843","100611 (3843)","4511","101004 (4511)","1/1/2017 - 3/31/2017, Every day, Daily Average",1247,931,1669
"3843","100611 (3843)","4512","101063 (4512)","1/1/2017 - 3/31/2017, Every day, Daily Average",1151,846,1565
"3843","100611 (3843)","4513","101276 (4513)","1/1/2017 - 3/31/2017, Every day, Daily Average",1347,1020,1777
"3843","100611 (3843)","4514","101062 (4514)","1/1/2017 - 3/31/2017, Every day, Daily Average",936,651,1345
"3843","100611 (3843)","4515","101255 (4515)","1/1/2017 - 3/31/2017, Every day, Daily Average",1402,1035,1897
"3843","100611 (3843)","4516","101033 (4516)","1/1/2017 - 3/31/2017, Every day, Daily Average",1061,765,1471
"3843","100611 (3843)","4517","101032 (4517)","1/1/2017 - 3/31/2017, Every day, Daily Average",1201,869,1658
"3843","100611 (3843)","4519","100998 (4519)","1/1/2017 - 3/31/2017, Every day, Daily Average",972,703,1342
"3843","100611 (3843)","4520","101254 (4520)","1/1/2017 - 3/31/2017, Every day, Daily Average",1286,933,1770
"3843","100611 (3843)","4521","100991 (4521)","1/1/2017 - 3/31/2017, Every day, Daily Average",713,491,1033
"3843","100611 (3843)","4523","101256 (4523)","1/1/2017 - 3/31/2017, Every day, Daily Average",1309,1000,1712
"3843","100611 (3843)","4524","101052 (4524)","1/1/2017 - 3/31/2017, Every day, Daily Average",924,652,1308
"3843","100611 (3843)","4525","101055 (4525)","1/1/2017 - 3/31/2017, Every day, Daily Average",1166,860,1579
"3843","100611 (3843)","4526","101051 (4526)","1/1/2017 - 3/31/2017, Every day, Daily Average",1076,797,1452
"3843","100611 (3843)","4527","101272 (4527)","1/1/2017 - 3/31/2017, Every day, Daily Average",1161,850,1585
"3843","100611 (3843)","4528","101275 (4528)","1/1/2017 - 3/31/2017, Every day, Daily Average",1244,913,1694
"3843","100611 (3843)","4529","100997 (4529)","1/1/2017 - 3/31/2017, Every day, Daily Average",966,696,1340
"3843","100611 (3843)","4531","101021 (4531)","1/1/2017 - 3/31/2017, Every day, Daily Average",1122,773,1627
"3843","100611 (3843)","4532","101014 (4532)","1/1/2017 - 3/31/2017, Every day, Daily Average",1211,899,1629
"3843","100611 (3843)","4533","406230 (4533)","1/1/2017 - 3/31/2017, Every day, Daily Average",1821,1484,2233
"3843","100611 (3843)","4535","101274 (4535)","1/1/2017 - 3/31/2017, Every day, Daily Average",1128,828,1534
"3843","100611 (3843)","4537","101054 (4537)","1/1/2017 - 3/31/2017, Every day, Daily Average",1095,811,1477
"3843","100611 (3843)","4538","101011 (4538)","1/1/2017 - 3/31/2017, Every day, Daily Average",1310,977,1754
"3843","100611 (3843)","4539","406340 (4539)","1/1/2017 - 3/31/2017, Every day, Daily Average",1844,1480,2297
"3843","100611 (3843)","4540","101015 (4540)","1/1/2017 - 3/31/2017, Every day, Daily Average",1177,878,1576
"3843","100611 (3843)","4541","100996 (4541)","1/1/2017 - 3/31/2017, Every day, Daily Average",1078,780,1489
"3843","100611 (3843)","4543","100985 (4543)","1/1/2017 - 3/31/2017, Every day, Daily Average",751,516,1091
"3843","100611 (3843)","4544","406333 (4544)","1/1/2017 - 3/31/2017, Every day, Daily Average",1810,1449,2260
"3843","100611 (3843)","4545","100992 (4545)","1/1/2017 - 3/31/2017, Every day, Daily Average",955,668,1364
"3843","100611 (3843)","4547","406271 (4547)","1/1/2017 - 3/31/2017, Every day, Daily Average",1804,1417,2295
"3843","100611 (3843)","4548","100995 (4548)","1/1/2017 - 3/31/2017, Every day, Daily Average",1195,874,1632
"3843","100611 (3843)","4550","101273 (4550)","1/1/2017 - 3/31/2017, Every day, Daily Average",1000,713,1401
"3843","100611 (3843)","4551","101013 (4551)","1/1/2017 - 3/31/2017, Every day, Daily Average",1248,942,1653
"3843","100611 (3843)","4557","101016 (4557)","1/1/2017 - 3/31/2017, Every day, Daily Average",1277,972,1677
"3843","100611 (3843)","4562","101053 (4562)","1/1/2017 - 3/31/2017, Every day, Daily Average",985,700,1386
"3843","100611 (3843)","4571","101018 (4571)","1/1/2017 - 3/31/2017, Every day, Daily Average",1148,842,1564
"3843","100611 (3843)","4572","101023 (4572)","1/1/2017 - 3/31/2017, Every day, Daily Average",1182,803,1738
"3843","100611 (3843)","4573","101012 (4573)","1/1/2017 - 3/31/2017, Every day, Daily Average",1301,1009,1675
"3843","100611 (3843)","4575","100993 (4575)","1/1/2017 - 3/31/2017, Every day, Daily Average",988,695,1404
"3843","100611 (3843)","4576","101022 (4576)","1/1/2017 - 3/31/2017, Every day, Daily Average",1190,890,1590
"3843","100611 (3843)","4577","100994 (4577)","1/1/2017 - 3/31/2017, Every day, Daily Average",1109,804,1529
"3843","100611 (3843)","4578","101017 (4578)","1/1/2017 - 3/31/2017, Every day, Daily Average",1308,1009,1694
"3843","100611 (3843)","4580","101024 (4580)","1/1/2017 - 3/31/2017, Every day, Daily Average",994,709,1392
"3843","100611 (3843)","4585","101025 (4585)","1/1/2017 - 3/31/2017, Every day, Daily Average",1117,803,1553
"3843","100611 (3843)","4591","406252 (4591)","1/1/2017 - 3/31/2017, Every day, Daily Average",1816,1484,2222
"3843","100611 (3843)","4592","201344 (4592)","1/1/2017 - 3/31/2017, Every day, Daily Average",1373,1025,1837
"3843","100611 (3843)","4593","201343 (4593)","1/1/2017 - 3/31/2017, Every day, Daily Average",1419,1084,1856
"3843","100611 (3843)","4594","201342 (4594)","1/1/2017 - 3/31/2017, Every day, Daily Average",1175,848,1627
"3843","100611 (3843)","4595","201341 (4595)","1/1/2017 - 3/31/2017, Every day, Daily Average",1057,754,1480
"3843","100611 (3843)","4596","201353 (4596)","1/1/2017 - 3/31/2017, Every day, Daily Average",851,604,1197
"3843","100611 (3843)","4597","201295 (4597)","1/1/2017 - 3/31/2017, Every day, Daily Average",1300,948,1781
"3843","100611 (3843)","4598","201293 (4598)","1/1/2017 - 3/31/2017, Every day, Daily Average",1060,747,1502
"3843","100611 (3843)","4599","201285 (4599)","1/1/2017 - 3/31/2017, Every day, Daily Average",1165,847,1601
"3843","100611 (3843)","4600","201286 (4600)","1/1/2017 - 3/31/2017, Every day, Daily Average",1148,821,1605
"3843","100611 (3843)","4601","201281 (4601)","1/1/2017 - 3/31/2017, Every day, Daily Average",1149,822,1605
"3843","100611 (3843)","4602","201282 (4602)","1/1/2017 - 3/31/2017, Every day, Daily Average",1161,850,1584
"3843","100611 (3843)","4603","201334 (4603)","1/1/2017 - 3/31/2017, Every day, Daily Average",1214,911,1617
"3843","100611 (3843)","4604","201331 (4604)","1/1/2017 - 3/31/2017, Every day, Daily Average",1338,1017,1758
"3843","100611 (3843)","4605","201333 (4605)","1/1/2017 - 3/31/2017, Every day, Daily Average",1202,893,1616
"3843","100611 (3843)","4608","201332 (4608)","1/1/2017 - 3/31/2017, Every day, Daily Average",1281,942,1741
"3843","100611 (3843)","4623","201283 (4623)","1/1/2017 - 3/31/2017, Every day, Daily Average",1217,899,1646
"3843","100611 (3843)","4630","201291 (4630)","1/1/2017 - 3/31/2017, Every day, Daily Average",1069,762,1498
"3843","100611 (3843)","4631","201284 (4631)","1/1/2017 - 3/31/2017, Every day, Daily Average",1179,944,1472
"3843","100611 (3843)","4633","201335 (4633)","1/1/2017 - 3/31/2017, Every day, Daily Average",1319,988,1759
"3843","100611 (3843)","4634","406241 (4634)","1/1/2017 - 3/31/2017, Every day, Daily Average",1859,1537,2248
"3843","100611 (3843)","4637","406171 (4637)","1/1/2017 - 3/31/2017, Every day, Daily Average",2119,1677,2676
"3843","100611 (3843)","4639","406172 (4639)","1/1/2017 - 3/31/2017, Every day, Daily Average",2087,1684,2585
"3843","100611 (3843)","4640","406164 (4640)","1/1/2017 - 3/31/2017, Every day, Daily Average",2164,1738,2694
"3843","100611 (3843)","4644","405332 (4644)","1/1/2017 - 3/31/2017, Every day, Daily Average",2422,2023,2898
"3843","100611 (3843)","4646","201321 (4646)","1/1/2017 - 3/31/2017, Every day, Daily Average",1355,1023,1793
"3843","100611 (3843)","4648","201311 (4648)","1/1/2017 - 3/31/2017, Every day, Daily Average",1071,775,1479
"3843","100611 (3843)","4653","405863 (4653)","1/1/2017 - 3/31/2017, Every day, Daily Average",2186,1784,2678
"3843","100611 (3843)","4656","405301 (4656)","1/1/2017 - 3/31/2017, Every day, Daily Average",2602,2153,3143
"3843","100611 (3843)","4662","201292 (4662)","1/1/2017 - 3/31/2017, Every day, Daily Average",1346,983,1843
"3843","100611 (3843)","4663","201322 (4663)","1/1/2017 - 3/31/2017, Every day, Daily Average",1264,928,1719
"3843","100611 (3843)","4665","405262 (4665)","1/1/2017 - 3/31/2017, Every day, Daily Average",2639,2203,3160
"3843","100611 (3843)","4668","405263 (4668)","1/1/2017 - 3/31/2017, Every day, Daily Average",2734,2249,3323
"3843","100611 (3843)","4669","406270 (4669)","1/1/2017 - 3/31/2017, Every day, Daily Average",1822,1470,2257
"3843","100611 (3843)","4670","406272 (4670)","1/1/2017 - 3/31/2017, Every day, Daily Average",1890,1502,2377
"3843","100611 (3843)","4676","405321 (4676)","1/1/2017 - 3/31/2017, Every day, Daily Average",2509,2084,3019
"3843","100611 (3843)","4679","201301 (4679)","1/1/2017 - 3/31/2017, Every day, Daily Average",1379,1043,1821
"3843","100611 (3843)","4682","201305 (4682)","1/1/2017 - 3/31/2017, Every day, Daily Average",1311,1000,1717
"3843","100611 (3843)","4683","201309 (4683)","1/1/2017 - 3/31/2017, Every day, Daily Average",1375,1034,1827
"3843","100611 (3843)","4701","406243 (4701)","1/1/2017 - 3/31/2017, Every day, Daily Average",1903,1543,2346
"3843","100611 (3843)","4705","201336 (4705)","1/1/2017 - 3/31/2017, Every day, Daily Average",1370,1025,1830
"3843","100611 (3843)","4712","201315 (4712)","1/1/2017 - 3/31/2017, Every day, Daily Average",1322,1009,1730
"3843","100611 (3843)","4713","406151 (4713)","1/1/2017 - 3/31/2017, Every day, Daily Average",2176,1749,2707
"3843","100611 (3843)","4714","201312 (4714)","1/1/2017 - 3/31/2017, Every day, Daily Average",1110,806,1526
"3843","100611 (3843)","4716","406210 (4716)","1/1/2017 - 3/31/2017, Every day, Daily Average",2095,1678,2614
"3843","100611 (3843)","4728","201337 (4728)","1/1/2017 - 3/31/2017, Every day, Daily Average",1473,1146,1893
"3843","100611 (3843)","4730","201373 (4730)","1/1/2017 - 3/31/2017, Every day, Daily Average",1352,983,1857
"3843","100611 (3843)","4732","201314 (4732)","1/1/2017 - 3/31/2017, Every day, Daily Average",1236,938,1628
"3843","100611 (3843)","4733","201371 (4733)","1/1/2017 - 3/31/2017, Every day, Daily Average",1454,1094,1932
"3843","100611 (3843)","4734","406140 (4734)","1/1/2017 - 3/31/2017, Every day, Daily Average",2047,1649,2539
"3843","100611 (3843)","4736","201361 (4736)","1/1/2017 - 3/31/2017, Every day, Daily Average",1462,1104,1934
"3843","100611 (3843)","4756","201308 (4756)","1/1/2017 - 3/31/2017, Every day, Daily Average",1367,1038,1799
"3843","100611 (3843)","4762","406095 (4762)","1/1/2017 - 3/31/2017, Every day, Daily Average",1928,1508,2464
"3843","100611 (3843)","4764","406131 (4764)","1/1/2017 - 3/31/2017, Every day, Daily Average",1977,1595,2449
"3843","100611 (3843)","4765","406133 (4765)","1/1/2017 - 3/31/2017, Every day, Daily Average",2045,1636,2555
"3843","100611 (3843)","4767","201313 (4767)","1/1/2017 - 3/31/2017, Every day, Daily Average",1107,803,1524
"3843","100611 (3843)","4768","406130 (4768)","1/1/2017 - 3/31/2017, Every day, Daily Average",1972,1594,2439
"3843","100611 (3843)","4769","406112 (4769)","1/1/2017 - 3/31/2017, Every day, Daily Average",1954,1575,2423
"3843","100611 (3843)","4770","406273 (4770)","1/1/2017 - 3/31/2017, Every day, Daily Average",1882,1490,2375
"3843","100611 (3843)","4771","406110 (4771)","1/1/2017 - 3/31/2017, Every day, Daily Average",1848,1511,2259
"3843","100611 (3843)","4773","201307 (4773)","1/1/2017 - 3/31/2017, Every day, Daily Average",1279,953,1716
"3843","100611 (3843)","4775","201372 (4775)","1/1/2017 - 3/31/2017, Every day, Daily Average",1428,1058,1925
"3843","100611 (3843)","4780","201381 (4780)","1/1/2017 - 3/31/2017, Every day, Daily Average",1115,807,1540
"3843","100611 (3843)","4784","201352 (4784)","1/1/2017 - 3/31/2017, Every day, Daily Average",1267,926,1733
"3843","100611 (3843)","4788","201383 (4788)","1/1/2017 - 3/31/2017, Every day, Daily Average",1350,998,1825
"3843","100611 (3843)","4791","406056 (4791)","1/1/2017 - 3/31/2017, Every day, Daily Average",1903,1532,2363
"3843","100611 (3843)","4794","201302 (4794)","1/1/2017 - 3/31/2017, Every day, Daily Average",1418,1057,1900
"3843","100611 (3843)","4795","201362 (4795)","1/1/2017 - 3/31/2017, Every day, Daily Average",1472,1106,1957
"3843","100611 (3843)","4796","201351 (4796)","1/1/2017 - 3/31/2017, Every day, Daily Average",1451,1029,2045
"3843","100611 (3843)","4803","406101 (4803)","1/1/2017 - 3/31/2017, Every day, Daily Average",1911,1553,2350
"3843","100611 (3843)","4807","201471 (4807)","1/1/2017 - 3/31/2017, Every day, Daily Average",1235,914,1667
"3843","100611 (3843)","4811","406057 (4811)","1/1/2017 - 3/31/2017, Every day, Daily Average",1929,1573,2364
"3843","100611 (3843)","4813","201382 (4813)","1/1/2017 - 3/31/2017, Every day, Daily Average",1151,842,1573
"3843","100611 (3843)","4816","201303 (4816)","1/1/2017 - 3/31/2017, Every day, Daily Average",1198,890,1611
"3843","100611 (3843)","4817","201393 (4817)","1/1/2017 - 3/31/2017, Every day, Daily Average",1174,872,1578
"3843","100611 (3843)","4819","201363 (4819)","1/1/2017 - 3/31/2017, Every day, Daily Average",1233,909,1671
"3843","100611 (3843)","4850","406052 (4850)","1/1/2017 - 3/31/2017, Every day, Daily Average",1943,1573,2399
"3843","100611 (3843)","4852","201436 (4852)","1/1/2017 - 3/31/2017, Every day, Daily Average",1263,926,1721
"3843","100611 (3843)","4870","201392 (4870)","1/1/2017 - 3/31/2017, Every day, Daily Average",1179,848,1638
"3843","100611 (3843)","4871","201391 (4871)","1/1/2017 - 3/31/2017, Every day, Daily Average",1142,837,1556
"3843","100611 (3843)","4890","405961 (4890)","1/1/2017 - 3/31/2017, Every day, Daily Average",2001,1614,2480
"3843","100611 (3843)","4894","201463 (4894)","1/1/2017 - 3/31/2017, Every day, Daily Average",1426,1095,1855
"3843","100611 (3843)","4895","201441 (4895)","1/1/2017 - 3/31/2017, Every day, Daily Average",1464,1123,1907
"3843","100611 (3843)","4900","201394 (4900)","1/1/2017 - 3/31/2017, Every day, Daily Average",1301,965,1753
"3843","100611 (3843)","4904","201461 (4904)","1/1/2017 - 3/31/2017, Every day, Daily Average",1652,1264,2158
"3843","100611 (3843)","4905","201451 (4905)","1/1/2017 - 3/31/2017, Every day, Daily Average",1347,1019,1779
"3843","100611 (3843)","4906","201501 (4906)","1/1/2017 - 3/31/2017, Every day, Daily Average",945,684,1304
"3843","100611 (3843)","4912","201433 (4912)","1/1/2017 - 3/31/2017, Every day, Daily Average",1260,931,1705
"3843","100611 (3843)","4923","201474 (4923)","1/1/2017 - 3/31/2017, Every day, Daily Average",1300,975,1732
"3843","100611 (3843)","4929","405970 (4929)","1/1/2017 - 3/31/2017, Every day, Daily Average",2035,1664,2488
"3843","100611 (3843)","4930","201443 (4930)","1/1/2017 - 3/31/2017, Every day, Daily Average",1369,1045,1792
"3843","100611 (3843)","4934","405962 (4934)","1/1/2017 - 3/31/2017, Every day, Daily Average",2030,1649,2498
"3843","100611 (3843)","4935","201442 (4935)","1/1/2017 - 3/31/2017, Every day, Daily Average",1503,1145,1972
"3843","100611 (3843)","4936","201472 (4936)","1/1/2017 - 3/31/2017, Every day, Daily Average",1222,916,1630
"3843","100611 (3843)","4939","201401 (4939)","1/1/2017 - 3/31/2017, Every day, Daily Average",1266,933,1716
"3843","100611 (3843)","4940","201481 (4940)","1/1/2017 - 3/31/2017, Every day, Daily Average",1160,827,1626
"3843","100611 (3843)","4954","201434 (4954)","1/1/2017 - 3/31/2017, Every day, Daily Average",1312,986,1744
"3843","100611 (3843)","4955","201432 (4955)","1/1/2017 - 3/31/2017, Every day, Daily Average",1484,1113,1978
"3843","100611 (3843)","4956","201444 (4956)","1/1/2017 - 3/31/2017, Every day, Daily Average",1559,1200,2024
"3843","100611 (3843)","4958","201402 (4958)","1/1/2017 - 3/31/2017, Every day, Daily Average",1221,960,1552
"3843","100611 (3843)","4959","201503 (4959)","1/1/2017 - 3/31/2017, Every day, Daily Average",999,734,1358
"3843","100611 (3843)","4961","201452 (4961)","1/1/2017 - 3/31/2017, Every day, Daily Average",1506,1121,2022
"3843","100611 (3843)","4966","201431 (4966)","1/1/2017 - 3/31/2017, Every day, Daily Average",1510,1134,2009
"3843","100611 (3843)","4970","201473 (4970)","1/1/2017 - 3/31/2017, Every day, Daily Average",1217,914,1618
"3843","100611 (3843)","4975","201483 (4975)","1/1/2017 - 3/31/2017, Every day, Daily Average",1188,824,1711
"3843","100611 (3843)","4980","201421 (4980)","1/1/2017 - 3/31/2017, Every day, Daily Average",1350,1020,1786
"3843","100611 (3843)","4984","201495 (4984)","1/1/2017 - 3/31/2017, Every day, Daily Average",1351,998,1827
"3843","100611 (3843)","4990","201445 (4990)","1/1/2017 - 3/31/2017, Every day, Daily Average",1554,1187,2033
"3843","100611 (3843)","4991","201494 (4991)","1/1/2017 - 3/31/2017, Every day, Daily Average",1311,960,1789
"3843","100611 (3843)","4995","201491 (4995)","1/1/2017 - 3/31/2017, Every day, Daily Average",1193,888,1601
"3843","100611 (3843)","5002","201492 (5002)","1/1/2017 - 3/31/2017, Every day, Daily Average",1173,866,1587
"3843","100611 (3843)","5004","405930 (5004)","1/1/2017 - 3/31/2017, Every day, Daily Average",2050,1683,2496
"3843","100611 (3843)","5012","201493 (5012)","1/1/2017 - 3/31/2017, Every day, Daily Average",1346,1010,1792
"3843","100611 (3843)","5013","201435 (5013)","1/1/2017 - 3/31/2017, Every day, Daily Average",1560,1180,2062
"3843","100611 (3843)","5014","201512 (5014)","1/1/2017 - 3/31/2017, Every day, Daily Average",1480,1158,1890
"3843","100611 (3843)","5020","201541 (5020)","1/1/2017 - 3/31/2017, Every day, Daily Average",1471,1106,1956
"3843","100611 (3843)","5021","405931 (5021)","1/1/2017 - 3/31/2017, Every day, Daily Average",2084,1689,2570
"3843","100611 (3843)","5029","201511 (5029)","1/1/2017 - 3/31/2017, Every day, Daily Average",1048,774,1418
"3843","100611 (3843)","5038","201502 (5038)","1/1/2017 - 3/31/2017, Every day, Daily Average",1072,806,1425
"3843","100611 (3843)","5039","201553 (5039)","1/1/2017 - 3/31/2017, Every day, Daily Average",1367,1034,1806
"3843","100611 (3843)","5043","201554 (5043)","1/1/2017 - 3/31/2017, Every day, Daily Average",1450,1106,1900
"3843","100611 (3843)","5068","201414 (5068)","1/1/2017 - 3/31/2017, Every day, Daily Average",1277,992,1643
"3843","100611 (3843)","5069","201411 (5069)","1/1/2017 - 3/31/2017, Every day, Daily Average",1369,1053,1779
"3843","100611 (3843)","5076","405920 (5076)","1/1/2017 - 3/31/2017, Every day, Daily Average",2138,1749,2613
"3843","100611 (3843)","5078","201551 (5078)","1/1/2017 - 3/31/2017, Every day, Daily Average",1422,1079,1873
"3843","100611 (3843)","5086","201542 (5086)","1/1/2017 - 3/31/2017, Every day, Daily Average",1566,1204,2035
"3843","100611 (3843)","5087","201552 (5087)","1/1/2017 - 3/31/2017, Every day, Daily Average",1449,1098,1912
"3843","100611 (3843)","5092","201522 (5092)","1/1/2017 - 3/31/2017, Every day, Daily Average",1347,991,1830
"3843","100611 (3843)","5102","201524 (5102)","1/1/2017 - 3/31/2017, Every day, Daily Average",1179,883,1573
"3843","100611 (3843)","5109","201531 (5109)","1/1/2017 - 3/31/2017, Every day, Daily Average",1301,984,1718
"3843","100611 (3843)","5114","201561 (5114)","1/1/2017 - 3/31/2017, Every day, Daily Average",1481,1140,1923
"3843","100611 (3843)","5121","201572 (5121)","1/1/2017 - 3/31/2017, Every day, Daily Average",1543,1183,2011
"3843","100611 (3843)","5129","201562 (5129)","1/1/2017 - 3/31/2017, Every day, Daily Average",1482,1120,1960
"3843","100611 (3843)","5134","201643 (5134)","1/1/2017 - 3/31/2017, Every day, Daily Average",1117,838,1487
"3843","100611 (3843)","5135","201659 (5135)","1/1/2017 - 3/31/2017, Every day, Daily Average",1268,959,1675
"3843","100611 (3843)","5138","201521 (5138)","1/1/2017 - 3/31/2017, Every day, Daily Average",1417,1044,1923
"3843","100611 (3843)","5145","201413 (5145)","1/1/2017 - 3/31/2017, Every day, Daily Average",1303,1018,1667
"3843","100611 (3843)","5146","201532 (5146)","1/1/2017 - 3/31/2017, Every day, Daily Average",1450,1104,1903
"3843","100611 (3843)","5154","405832 (5154)","1/1/2017 - 3/31/2017, Every day, Daily Average",2358,1897,2929
"3843","100611 (3843)","5156","405821 (5156)","1/1/2017 - 3/31/2017, Every day, Daily Average",2191,1780,2695
"3843","100611 (3843)","5158","405831 (5158)","1/1/2017 - 3/31/2017, Every day, Daily Average",2237,1839,2720
"3843","100611 (3843)","5159","201581 (5159)","1/1/2017 - 3/31/2017, Every day, Daily Average",1416,1096,1829
"3843","100611 (3843)","5160","201644 (5160)","1/1/2017 - 3/31/2017, Every day, Daily Average",1320,961,1812
"3843","100611 (3843)","5161","201662 (5161)","1/1/2017 - 3/31/2017, Every day, Daily Average",1167,876,1553
"3843","100611 (3843)","5164","201642 (5164)","1/1/2017 - 3/31/2017, Every day, Daily Average",1447,1104,1896
"3843","100611 (3843)","5165","201621 (5165)","1/1/2017 - 3/31/2017, Every day, Daily Average",1355,1028,1785
"3843","100611 (3843)","5166","201582 (5166)","1/1/2017 - 3/31/2017, Every day, Daily Average",1389,1088,1772
"3843","100611 (3843)","5167","201645 (5167)","1/1/2017 - 3/31/2017, Every day, Daily Average",1241,959,1605
"3843","100611 (3843)","5175","201637 (5175)","1/1/2017 - 3/31/2017, Every day, Daily Average",1391,1067,1812
"3843","100611 (3843)","5180","201638 (5180)","1/1/2017 - 3/31/2017, Every day, Daily Average",1510,1179,1933
"3843","100611 (3843)","5183","201641 (5183)","1/1/2017 - 3/31/2017, Every day, Daily Average",1306,992,1718
"3843","100611 (3843)","5186","405833 (5186)","1/1/2017 - 3/31/2017, Every day, Daily Average",2364,1924,2904
"3843","100611 (3843)","5187","405822 (5187)","1/1/2017 - 3/31/2017, Every day, Daily Average",2287,1856,2817
"3843","100611 (3843)","5191","20163A (5191)","1/1/2017 - 3/31/2017, Every day, Daily Average",1351,1035,1762
"3843","100611 (3843)","5195","201622 (5195)","1/1/2017 - 3/31/2017, Every day, Daily Average",1387,1074,1790
