"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"3843","100611 (3843)","3436","100271 (3436)","1/1/2016 - 3/31/2016, Every day, Daily Average",774,566,1058
"3843","100611 (3843)","3438","100394 (3438)","1/1/2016 - 3/31/2016, Every day, Daily Average",756,534,1069
"3843","100611 (3843)","3439","100323 (3439)","1/1/2016 - 3/31/2016, Every day, Daily Average",679,493,933
"3843","100611 (3843)","3440","100274 (3440)","1/1/2016 - 3/31/2016, Every day, Daily Average",811,580,1133
"3843","100611 (3843)","3441","40699C (3441)","1/1/2016 - 3/31/2016, Every day, Daily Average",1480,1023,2139
"3843","100611 (3843)","3443","100292 (3443)","1/1/2016 - 3/31/2016, Every day, Daily Average",734,536,1004
"3843","100611 (3843)","3444","100334 (3444)","1/1/2016 - 3/31/2016, Every day, Daily Average",502,355,708
"3843","100611 (3843)","3445","407053 (3445)","1/1/2016 - 3/31/2016, Every day, Daily Average",1180,843,1650
"3843","100611 (3843)","3447","100335 (3447)","1/1/2016 - 3/31/2016, Every day, Daily Average",543,385,764
"3843","100611 (3843)","3448","100391 (3448)","1/1/2016 - 3/31/2016, Every day, Daily Average",792,575,1089
"3843","100611 (3843)","3449","100383 (3449)","1/1/2016 - 3/31/2016, Every day, Daily Average",706,518,962
"3843","100611 (3843)","3452","100303 (3452)","1/1/2016 - 3/31/2016, Every day, Daily Average",548,378,793
"3843","100611 (3843)","3454","406794 (3454)","1/1/2016 - 3/31/2016, Every day, Daily Average",1346,989,1830
"3843","100611 (3843)","3455","100332 (3455)","1/1/2016 - 3/31/2016, Every day, Daily Average",412,288,588
"3843","100611 (3843)","3458","100254 (3458)","1/1/2016 - 3/31/2016, Every day, Daily Average",683,492,947
"3843","100611 (3843)","3459","100293 (3459)","1/1/2016 - 3/31/2016, Every day, Daily Average",651,474,893
"3843","100611 (3843)","3461","100384 (3461)","1/1/2016 - 3/31/2016, Every day, Daily Average",674,483,938
"3843","100611 (3843)","3462","100253 (3462)","1/1/2016 - 3/31/2016, Every day, Daily Average",713,519,977
"3843","100611 (3843)","3463","100251 (3463)","1/1/2016 - 3/31/2016, Every day, Daily Average",754,551,1030
"3843","100611 (3843)","3468","100275 (3468)","1/1/2016 - 3/31/2016, Every day, Daily Average",776,542,1109
"3843","100611 (3843)","3469","100161 (3469)","1/1/2016 - 3/31/2016, Every day, Daily Average",951,655,1378
"3843","100611 (3843)","3473","100371 (3473)","1/1/2016 - 3/31/2016, Every day, Daily Average",574,405,812
"3843","100611 (3843)","3474","407001 (3474)","1/1/2016 - 3/31/2016, Every day, Daily Average",1241,874,1761
"3843","100611 (3843)","3477","100333 (3477)","1/1/2016 - 3/31/2016, Every day, Daily Average",384,260,565
"3843","100611 (3843)","3478","100231 (3478)","1/1/2016 - 3/31/2016, Every day, Daily Average",541,382,765
"3843","100611 (3843)","3479","100294 (3479)","1/1/2016 - 3/31/2016, Every day, Daily Average",613,436,860
"3843","100611 (3843)","3480","100262 (3480)","1/1/2016 - 3/31/2016, Every day, Daily Average",775,550,1090
"3843","100611 (3843)","3481","100336 (3481)","1/1/2016 - 3/31/2016, Every day, Daily Average",520,366,737
"3843","100611 (3843)","3482","100375 (3482)","1/1/2016 - 3/31/2016, Every day, Daily Average",637,459,882
"3843","100611 (3843)","3483","406985 (3483)","1/1/2016 - 3/31/2016, Every day, Daily Average",1231,901,1680
"3843","100611 (3843)","3484","406657 (3484)","1/1/2016 - 3/31/2016, Every day, Daily Average",1349,1018,1786
"3843","100611 (3843)","3485","100233 (3485)","1/1/2016 - 3/31/2016, Every day, Daily Average",451,314,646
"3843","100611 (3843)","3488","100341 (3488)","1/1/2016 - 3/31/2016, Every day, Daily Average",354,239,523
"3843","100611 (3843)","3489","100255 (3489)","1/1/2016 - 3/31/2016, Every day, Daily Average",639,448,909
"3843","100611 (3843)","3493","406771 (3493)","1/1/2016 - 3/31/2016, Every day, Daily Average",1343,952,1894
"3843","100611 (3843)","3494","100252 (3494)","1/1/2016 - 3/31/2016, Every day, Daily Average",673,471,961
"3843","100611 (3843)","3496","100241 (3496)","1/1/2016 - 3/31/2016, Every day, Daily Average",620,434,884
"3843","100611 (3843)","3497","100342 (3497)","1/1/2016 - 3/31/2016, Every day, Daily Average",424,290,619
"3843","100611 (3843)","3501","100372 (3501)","1/1/2016 - 3/31/2016, Every day, Daily Average",620,442,867
"3843","100611 (3843)","3502","407004 (3502)","1/1/2016 - 3/31/2016, Every day, Daily Average",1281,898,1825
"3843","100611 (3843)","3504","100343 (3504)","1/1/2016 - 3/31/2016, Every day, Daily Average",491,345,696
"3843","100611 (3843)","3505","100232 (3505)","1/1/2016 - 3/31/2016, Every day, Daily Average",561,378,831
"3843","100611 (3843)","3507","100374 (3507)","1/1/2016 - 3/31/2016, Every day, Daily Average",730,546,975
"3843","100611 (3843)","3509","100256 (3509)","1/1/2016 - 3/31/2016, Every day, Daily Average",561,390,806
"3843","100611 (3843)","3510","406620 (3510)","1/1/2016 - 3/31/2016, Every day, Daily Average",1541,1192,1991
"3843","100611 (3843)","3513","100344 (3513)","1/1/2016 - 3/31/2016, Every day, Daily Average",544,388,761
"3843","100611 (3843)","3514","406656 (3514)","1/1/2016 - 3/31/2016, Every day, Daily Average",1397,1041,1873
"3843","100611 (3843)","3520","100176 (3520)","1/1/2016 - 3/31/2016, Every day, Daily Average",848,606,1185
"3843","100611 (3843)","3523","100373 (3523)","1/1/2016 - 3/31/2016, Every day, Daily Average",701,534,920
"3843","100611 (3843)","3524","100171 (3524)","1/1/2016 - 3/31/2016, Every day, Daily Average",752,538,1049
"3843","100611 (3843)","3531","406615 (3531)","1/1/2016 - 3/31/2016, Every day, Daily Average",1417,1123,1786
"3843","100611 (3843)","3533","100242 (3533)","1/1/2016 - 3/31/2016, Every day, Daily Average",497,344,717
"3843","100611 (3843)","3534","100183 (3534)","1/1/2016 - 3/31/2016, Every day, Daily Average",726,513,1025
"3843","100611 (3843)","3535","407003 (3535)","1/1/2016 - 3/31/2016, Every day, Daily Average",1437,1096,1882
"3843","100611 (3843)","3536","406982 (3536)","1/1/2016 - 3/31/2016, Every day, Daily Average",1262,884,1800
"3843","100611 (3843)","3538","100181 (3538)","1/1/2016 - 3/31/2016, Every day, Daily Average",662,457,957
"3843","100611 (3843)","3539","100351 (3539)","1/1/2016 - 3/31/2016, Every day, Daily Average",317,210,478
"3843","100611 (3843)","3540","100221 (3540)","1/1/2016 - 3/31/2016, Every day, Daily Average",437,294,648
"3843","100611 (3843)","3543","100243 (3543)","1/1/2016 - 3/31/2016, Every day, Daily Average",594,418,842
"3843","100611 (3843)","3545","100354 (3545)","1/1/2016 - 3/31/2016, Every day, Daily Average",392,255,600
"3843","100611 (3843)","3546","100162 (3546)","1/1/2016 - 3/31/2016, Every day, Daily Average",882,617,1258
"3843","100611 (3843)","3547","100163 (3547)","1/1/2016 - 3/31/2016, Every day, Daily Average",1049,716,1535
"3843","100611 (3843)","3548","100362 (3548)","1/1/2016 - 3/31/2016, Every day, Daily Average",553,392,778
"3843","100611 (3843)","3549","100093 (3549)","1/1/2016 - 3/31/2016, Every day, Daily Average",1264,867,1841
"3843","100611 (3843)","3550","100182 (3550)","1/1/2016 - 3/31/2016, Every day, Daily Average",643,455,907
"3843","100611 (3843)","3551","100172 (3551)","1/1/2016 - 3/31/2016, Every day, Daily Average",944,644,1383
"3843","100611 (3843)","3552","100363 (3552)","1/1/2016 - 3/31/2016, Every day, Daily Average",634,459,873
"3843","100611 (3843)","3553","100361 (3553)","1/1/2016 - 3/31/2016, Every day, Daily Average",487,331,715
"3843","100611 (3843)","3555","100222 (3555)","1/1/2016 - 3/31/2016, Every day, Daily Average",494,332,733
"3843","100611 (3843)","3556","100173 (3556)","1/1/2016 - 3/31/2016, Every day, Daily Average",781,543,1122
"3843","100611 (3843)","3557","100174 (3557)","1/1/2016 - 3/31/2016, Every day, Daily Average",852,574,1262
"3843","100611 (3843)","3558","406981 (3558)","1/1/2016 - 3/31/2016, Every day, Daily Average",1292,908,1837
"3843","100611 (3843)","3560","100177 (3560)","1/1/2016 - 3/31/2016, Every day, Daily Average",810,563,1164
"3843","100611 (3843)","3561","100166 (3561)","1/1/2016 - 3/31/2016, Every day, Daily Average",1006,695,1454
"3843","100611 (3843)","3562","100365 (3562)","1/1/2016 - 3/31/2016, Every day, Daily Average",685,477,981
"3843","100611 (3843)","3563","100167 (3563)","1/1/2016 - 3/31/2016, Every day, Daily Average",927,640,1342
"3843","100611 (3843)","3565","100175 (3565)","1/1/2016 - 3/31/2016, Every day, Daily Average",744,519,1066
"3843","100611 (3843)","3566","100168 (3566)","1/1/2016 - 3/31/2016, Every day, Daily Average",869,590,1279
"3843","100611 (3843)","3567","100178 (3567)","1/1/2016 - 3/31/2016, Every day, Daily Average",781,550,1107
"3843","100611 (3843)","3569","100179 (3569)","1/1/2016 - 3/31/2016, Every day, Daily Average",780,542,1120
"3843","100611 (3843)","3570","100164 (3570)","1/1/2016 - 3/31/2016, Every day, Daily Average",982,676,1425
"3843","100611 (3843)","3571","100165 (3571)","1/1/2016 - 3/31/2016, Every day, Daily Average",1055,743,1496
"3843","100611 (3843)","3573","100191 (3573)","1/1/2016 - 3/31/2016, Every day, Daily Average",578,401,831
"3843","100611 (3843)","3574","10017A (3574)","1/1/2016 - 3/31/2016, Every day, Daily Average",770,537,1102
"3843","100611 (3843)","3576","10017B (3576)","1/1/2016 - 3/31/2016, Every day, Daily Average",750,505,1112
"3843","100611 (3843)","3577","10017F (3577)","1/1/2016 - 3/31/2016, Every day, Daily Average",947,654,1369
"3843","100611 (3843)","3578","100011 (3578)","1/1/2016 - 3/31/2016, Every day, Daily Average",952,668,1355
"3843","100611 (3843)","3580","100184 (3580)","1/1/2016 - 3/31/2016, Every day, Daily Average",675,473,961
"3843","100611 (3843)","3581","10017E (3581)","1/1/2016 - 3/31/2016, Every day, Daily Average",818,545,1227
"3843","100611 (3843)","3582","100101 (3582)","1/1/2016 - 3/31/2016, Every day, Daily Average",924,589,1447
"3843","100611 (3843)","3583","100012 (3583)","1/1/2016 - 3/31/2016, Every day, Daily Average",874,596,1280
"3843","100611 (3843)","3584","100091 (3584)","1/1/2016 - 3/31/2016, Every day, Daily Average",977,700,1361
"3843","100611 (3843)","3585","10017D (3585)","1/1/2016 - 3/31/2016, Every day, Daily Average",830,564,1219
"3843","100611 (3843)","3586","100013 (3586)","1/1/2016 - 3/31/2016, Every day, Daily Average",967,642,1454
"3843","100611 (3843)","3587","10017C (3587)","1/1/2016 - 3/31/2016, Every day, Daily Average",829,543,1264
"3843","100611 (3843)","3589","100192 (3589)","1/1/2016 - 3/31/2016, Every day, Daily Average",522,363,748
"3843","100611 (3843)","3590","100016 (3590)","1/1/2016 - 3/31/2016, Every day, Daily Average",917,633,1326
"3843","100611 (3843)","3592","100223 (3592)","1/1/2016 - 3/31/2016, Every day, Daily Average",424,284,632
"3843","100611 (3843)","3594","100352 (3594)","1/1/2016 - 3/31/2016, Every day, Daily Average",283,183,436
"3843","100611 (3843)","3595","100193 (3595)","1/1/2016 - 3/31/2016, Every day, Daily Average",531,372,757
"3843","100611 (3843)","3596","100017 (3596)","1/1/2016 - 3/31/2016, Every day, Daily Average",790,559,1114
"3843","100611 (3843)","3597","10001A (3597)","1/1/2016 - 3/31/2016, Every day, Daily Average",725,501,1047
"3843","100611 (3843)","3598","100019 (3598)","1/1/2016 - 3/31/2016, Every day, Daily Average",762,528,1099
"3843","100611 (3843)","3599","100014 (3599)","1/1/2016 - 3/31/2016, Every day, Daily Average",836,576,1213
"3843","100611 (3843)","3600","100096 (3600)","1/1/2016 - 3/31/2016, Every day, Daily Average",990,705,1389
"3843","100611 (3843)","3601","407010 (3601)","1/1/2016 - 3/31/2016, Every day, Daily Average",1463,1158,1847
"3843","100611 (3843)","3602","100015 (3602)","1/1/2016 - 3/31/2016, Every day, Daily Average",808,554,1177
"3843","100611 (3843)","3603","10001I (3603)","1/1/2016 - 3/31/2016, Every day, Daily Average",942,642,1381
"3843","100611 (3843)","3604","100353 (3604)","1/1/2016 - 3/31/2016, Every day, Daily Average",261,164,414
"3843","100611 (3843)","3605","10001B (3605)","1/1/2016 - 3/31/2016, Every day, Daily Average",674,468,969
"3843","100611 (3843)","3606","100092 (3606)","1/1/2016 - 3/31/2016, Every day, Daily Average",1105,758,1610
"3843","100611 (3843)","3607","100018 (3607)","1/1/2016 - 3/31/2016, Every day, Daily Average",766,534,1097
"3843","100611 (3843)","3608","10001H (3608)","1/1/2016 - 3/31/2016, Every day, Daily Average",876,588,1304
"3843","100611 (3843)","3610","100364 (3610)","1/1/2016 - 3/31/2016, Every day, Daily Average",647,475,879
"3843","100611 (3843)","3611","406655 (3611)","1/1/2016 - 3/31/2016, Every day, Daily Average",1415,1060,1887
"3843","100611 (3843)","3612","10001G (3612)","1/1/2016 - 3/31/2016, Every day, Daily Average",873,598,1274
"3843","100611 (3843)","3613","10036A (3613)","1/1/2016 - 3/31/2016, Every day, Daily Average",425,284,634
"3843","100611 (3843)","3614","10001F (3614)","1/1/2016 - 3/31/2016, Every day, Daily Average",835,558,1249
"3843","100611 (3843)","3615","100094 (3615)","1/1/2016 - 3/31/2016, Every day, Daily Average",1043,741,1467
"3843","100611 (3843)","3617","100097 (3617)","1/1/2016 - 3/31/2016, Every day, Daily Average",960,677,1359
"3843","100611 (3843)","3619","100211 (3619)","1/1/2016 - 3/31/2016, Every day, Daily Average",415,268,642
"3843","100611 (3843)","3620","10001E (3620)","1/1/2016 - 3/31/2016, Every day, Daily Average",740,509,1075
"3843","100611 (3843)","3621","10001D (3621)","1/1/2016 - 3/31/2016, Every day, Daily Average",785,538,1143
"3843","100611 (3843)","3622","10001C (3622)","1/1/2016 - 3/31/2016, Every day, Daily Average",678,466,986
"3843","100611 (3843)","3623","100369 (3623)","1/1/2016 - 3/31/2016, Every day, Daily Average",496,348,706
"3843","100611 (3843)","3624","10001S (3624)","1/1/2016 - 3/31/2016, Every day, Daily Average",635,440,916
"3843","100611 (3843)","3625","10001U (3625)","1/1/2016 - 3/31/2016, Every day, Daily Average",648,460,910
"3843","100611 (3843)","3626","10001J (3626)","1/1/2016 - 3/31/2016, Every day, Daily Average",991,653,1501
"3843","100611 (3843)","3627","100095 (3627)","1/1/2016 - 3/31/2016, Every day, Daily Average",1080,765,1524
"3843","100611 (3843)","3629","10001K (3629)","1/1/2016 - 3/31/2016, Every day, Daily Average",918,608,1385
"3843","100611 (3843)","3630","100199 (3630)","1/1/2016 - 3/31/2016, Every day, Daily Average",566,388,824
"3843","100611 (3843)","3631","10009D (3631)","1/1/2016 - 3/31/2016, Every day, Daily Average",900,648,1248
"3843","100611 (3843)","3632","100366 (3632)","1/1/2016 - 3/31/2016, Every day, Daily Average",529,370,755
"3843","100611 (3843)","3633","100212 (3633)","1/1/2016 - 3/31/2016, Every day, Daily Average",378,243,587
"3843","100611 (3843)","3634","10001L (3634)","1/1/2016 - 3/31/2016, Every day, Daily Average",771,502,1182
"3843","100611 (3843)","3635","10001N (3635)","1/1/2016 - 3/31/2016, Every day, Daily Average",655,426,1005
"3843","100611 (3843)","3637","100511 (3637)","1/1/2016 - 3/31/2016, Every day, Daily Average",669,498,898
"3843","100611 (3843)","3638","10001O (3638)","1/1/2016 - 3/31/2016, Every day, Daily Average",603,401,905
"3843","100611 (3843)","3639","406762 (3639)","1/1/2016 - 3/31/2016, Every day, Daily Average",1479,1161,1882
"3843","100611 (3843)","3640","406652 (3640)","1/1/2016 - 3/31/2016, Every day, Daily Average",1394,1058,1835
"3843","100611 (3843)","3641","100367 (3641)","1/1/2016 - 3/31/2016, Every day, Daily Average",571,400,814
"3843","100611 (3843)","3642","10009A (3642)","1/1/2016 - 3/31/2016, Every day, Daily Average",1014,714,1439
"3843","100611 (3843)","3643","10001R (3643)","1/1/2016 - 3/31/2016, Every day, Daily Average",551,373,813
"3843","100611 (3843)","3644","10001P (3644)","1/1/2016 - 3/31/2016, Every day, Daily Average",571,379,858
"3843","100611 (3843)","3645","10009E (3645)","1/1/2016 - 3/31/2016, Every day, Daily Average",875,616,1242
"3843","100611 (3843)","3646","100194 (3646)","1/1/2016 - 3/31/2016, Every day, Daily Average",470,325,678
"3843","100611 (3843)","3647","10001V (3647)","1/1/2016 - 3/31/2016, Every day, Daily Average",497,339,727
"3843","100611 (3843)","3648","100368 (3648)","1/1/2016 - 3/31/2016, Every day, Daily Average",586,430,797
"3843","100611 (3843)","3649","100198 (3649)","1/1/2016 - 3/31/2016, Every day, Daily Average",475,323,697
"3843","100611 (3843)","3650","100028 (3650)","1/1/2016 - 3/31/2016, Every day, Daily Average",813,507,1303
"3843","100611 (3843)","3651","100027 (3651)","1/1/2016 - 3/31/2016, Every day, Daily Average",650,419,1005
"3843","100611 (3843)","3652","100099 (3652)","1/1/2016 - 3/31/2016, Every day, Daily Average",956,674,1355
"3843","100611 (3843)","3653","100152 (3653)","1/1/2016 - 3/31/2016, Every day, Daily Average",732,450,1189
"3843","100611 (3843)","3654","100514 (3654)","1/1/2016 - 3/31/2016, Every day, Daily Average",773,576,1035
"3843","100611 (3843)","3655","100087 (3655)","1/1/2016 - 3/31/2016, Every day, Daily Average",838,581,1207
"3843","100611 (3843)","3656","100025 (3656)","1/1/2016 - 3/31/2016, Every day, Daily Average",592,381,919
"3843","100611 (3843)","3657","100026 (3657)","1/1/2016 - 3/31/2016, Every day, Daily Average",684,430,1085
"3843","100611 (3843)","3659","100195 (3659)","1/1/2016 - 3/31/2016, Every day, Daily Average",431,285,650
"3843","100611 (3843)","3660","100024 (3660)","1/1/2016 - 3/31/2016, Every day, Daily Average",728,467,1133
"3843","100611 (3843)","3661","100436 (3661)","1/1/2016 - 3/31/2016, Every day, Daily Average",1196,909,1572
"3843","100611 (3843)","3662","100023 (3662)","1/1/2016 - 3/31/2016, Every day, Daily Average",564,383,830
"3843","100611 (3843)","3663","100515 (3663)","1/1/2016 - 3/31/2016, Every day, Daily Average",841,629,1124
"3843","100611 (3843)","3664","100022 (3664)","1/1/2016 - 3/31/2016, Every day, Daily Average",544,367,804
"3843","100611 (3843)","3665","10009C (3665)","1/1/2016 - 3/31/2016, Every day, Daily Average",900,654,1237
"3843","100611 (3843)","3666","100571 (3666)","1/1/2016 - 3/31/2016, Every day, Daily Average",216,132,352
"3843","100611 (3843)","3667","100082 (3667)","1/1/2016 - 3/31/2016, Every day, Daily Average",788,557,1112
"3843","100611 (3843)","3668","100213 (3668)","1/1/2016 - 3/31/2016, Every day, Daily Average",367,233,576
"3843","100611 (3843)","3669","100029 (3669)","1/1/2016 - 3/31/2016, Every day, Daily Average",837,505,1386
"3843","100611 (3843)","3670","100021 (3670)","1/1/2016 - 3/31/2016, Every day, Daily Average",474,320,701
"3843","100611 (3843)","3671","100512 (3671)","1/1/2016 - 3/31/2016, Every day, Daily Average",625,462,844
"3843","100611 (3843)","3672","100197 (3672)","1/1/2016 - 3/31/2016, Every day, Daily Average",439,300,641
"3843","100611 (3843)","3674","10002A (3674)","1/1/2016 - 3/31/2016, Every day, Daily Average",774,496,1205
"3843","100611 (3843)","3675","100573 (3675)","1/1/2016 - 3/31/2016, Every day, Daily Average",319,198,513
"3843","100611 (3843)","3676","10002B (3676)","1/1/2016 - 3/31/2016, Every day, Daily Average",721,479,1084
"3843","100611 (3843)","3678","10002C (3678)","1/1/2016 - 3/31/2016, Every day, Daily Average",727,480,1099
"3843","100611 (3843)","3679","100103 (3679)","1/1/2016 - 3/31/2016, Every day, Daily Average",909,631,1308
"3843","100611 (3843)","3681","100491 (3681)","1/1/2016 - 3/31/2016, Every day, Daily Average",794,603,1043
"3843","100611 (3843)","3682","100196 (3682)","1/1/2016 - 3/31/2016, Every day, Daily Average",377,254,558
"3843","100611 (3843)","3683","100081 (3683)","1/1/2016 - 3/31/2016, Every day, Daily Average",888,612,1286
"3843","100611 (3843)","3684","10009B (3684)","1/1/2016 - 3/31/2016, Every day, Daily Average",1062,741,1520
"3843","100611 (3843)","3685","100574 (3685)","1/1/2016 - 3/31/2016, Every day, Daily Average",378,251,567
"3843","100611 (3843)","3686","10002D (3686)","1/1/2016 - 3/31/2016, Every day, Daily Average",589,394,879
"3843","100611 (3843)","3688","10002F (3688)","1/1/2016 - 3/31/2016, Every day, Daily Average",570,383,846
"3843","100611 (3843)","3690","100201 (3690)","1/1/2016 - 3/31/2016, Every day, Daily Average",307,195,482
"3843","100611 (3843)","3691","406613 (3691)","1/1/2016 - 3/31/2016, Every day, Daily Average",1479,1103,1982
"3843","100611 (3843)","3692","100084 (3692)","1/1/2016 - 3/31/2016, Every day, Daily Average",761,519,1113
"3843","100611 (3843)","3694","10002E (3694)","1/1/2016 - 3/31/2016, Every day, Daily Average",622,428,903
"3843","100611 (3843)","3695","406772 (3695)","1/1/2016 - 3/31/2016, Every day, Daily Average",1368,993,1884
"3843","100611 (3843)","3696","10002L (3696)","1/1/2016 - 3/31/2016, Every day, Daily Average",802,541,1188
"3843","100611 (3843)","3698","100575 (3698)","1/1/2016 - 3/31/2016, Every day, Daily Average",416,279,618
"3843","100611 (3843)","3700","100516 (3700)","1/1/2016 - 3/31/2016, Every day, Daily Average",760,570,1012
"3843","100611 (3843)","3701","10002K (3701)","1/1/2016 - 3/31/2016, Every day, Daily Average",685,453,1034
"3843","100611 (3843)","3702","100494 (3702)","1/1/2016 - 3/31/2016, Every day, Daily Average",796,595,1063
"3843","100611 (3843)","3703","100561 (3703)","1/1/2016 - 3/31/2016, Every day, Daily Average",440,298,647
"3843","100611 (3843)","3704","10002H (3704)","1/1/2016 - 3/31/2016, Every day, Daily Average",596,415,855
"3843","100611 (3843)","3705","100151 (3705)","1/1/2016 - 3/31/2016, Every day, Daily Average",675,406,1120
"3843","100611 (3843)","3706","10002G (3706)","1/1/2016 - 3/31/2016, Every day, Daily Average",526,365,756
"3843","100611 (3843)","3707","100475 (3707)","1/1/2016 - 3/31/2016, Every day, Daily Average",925,681,1255
"3843","100611 (3843)","3708","100202 (3708)","1/1/2016 - 3/31/2016, Every day, Daily Average",300,183,490
"3843","100611 (3843)","3709","10002J (3709)","1/1/2016 - 3/31/2016, Every day, Daily Average",963,628,1476
"3843","100611 (3843)","3710","100513 (3710)","1/1/2016 - 3/31/2016, Every day, Daily Average",590,431,807
"3843","100611 (3843)","3711","100562 (3711)","1/1/2016 - 3/31/2016, Every day, Daily Average",490,340,705
"3843","100611 (3843)","3712","100031 (3712)","1/1/2016 - 3/31/2016, Every day, Daily Average",381,259,558
"3843","100611 (3843)","3714","100419 (3714)","1/1/2016 - 3/31/2016, Every day, Daily Average",1345,1037,1743
"3843","100611 (3843)","3715","10002I (3715)","1/1/2016 - 3/31/2016, Every day, Daily Average",681,471,983
"3843","100611 (3843)","3716","10002M (3716)","1/1/2016 - 3/31/2016, Every day, Daily Average",805,525,1234
"3843","100611 (3843)","3717","100083 (3717)","1/1/2016 - 3/31/2016, Every day, Daily Average",798,552,1151
"3843","100611 (3843)","3718","100517 (3718)","1/1/2016 - 3/31/2016, Every day, Daily Average",677,515,889
"3843","100611 (3843)","3719","10002N (3719)","1/1/2016 - 3/31/2016, Every day, Daily Average",637,441,918
"3843","100611 (3843)","3720","100434 (3720)","1/1/2016 - 3/31/2016, Every day, Daily Average",1051,790,1397
"3843","100611 (3843)","3721","100521 (3721)","1/1/2016 - 3/31/2016, Every day, Daily Average",550,391,772
"3843","100611 (3843)","3722","100572 (3722)","1/1/2016 - 3/31/2016, Every day, Daily Average",161,96,269
"3843","100611 (3843)","3724","10002O (3724)","1/1/2016 - 3/31/2016, Every day, Daily Average",591,389,896
"3843","100611 (3843)","3726","100435 (3726)","1/1/2016 - 3/31/2016, Every day, Daily Average",1139,889,1458
"3843","100611 (3843)","3727","100203 (3727)","1/1/2016 - 3/31/2016, Every day, Daily Average",291,192,439
"3843","100611 (3843)","3728","100086 (3728)","1/1/2016 - 3/31/2016, Every day, Daily Average",708,480,1042
"3843","100611 (3843)","3729","100032 (3729)","1/1/2016 - 3/31/2016, Every day, Daily Average",477,320,710
"3843","100611 (3843)","3730","100576 (3730)","1/1/2016 - 3/31/2016, Every day, Daily Average",282,179,443
"3843","100611 (3843)","3731","100034 (3731)","1/1/2016 - 3/31/2016, Every day, Daily Average",398,264,599
"3843","100611 (3843)","3732","100205 (3732)","1/1/2016 - 3/31/2016, Every day, Daily Average",244,150,394
"3843","100611 (3843)","3733","10002Q (3733)","1/1/2016 - 3/31/2016, Every day, Daily Average",626,423,925
"3843","100611 (3843)","3736","100524 (3736)","1/1/2016 - 3/31/2016, Every day, Daily Average",627,463,847
"3843","100611 (3843)","3737","100102 (3737)","1/1/2016 - 3/31/2016, Every day, Daily Average",820,570,1179
"3843","100611 (3843)","3738","10002P (3738)","1/1/2016 - 3/31/2016, Every day, Daily Average",548,375,799
"3843","100611 (3843)","3740","100474 (3740)","1/1/2016 - 3/31/2016, Every day, Daily Average",908,690,1193
"3843","100611 (3843)","3741","100471 (3741)","1/1/2016 - 3/31/2016, Every day, Daily Average",715,531,962
"3843","100611 (3843)","3742","406612 (3742)","1/1/2016 - 3/31/2016, Every day, Daily Average",1414,1081,1849
"3843","100611 (3843)","3743","100563 (3743)","1/1/2016 - 3/31/2016, Every day, Daily Average",348,239,506
"3843","100611 (3843)","3744","100085 (3744)","1/1/2016 - 3/31/2016, Every day, Daily Average",691,471,1012
"3843","100611 (3843)","3745","100451 (3745)","1/1/2016 - 3/31/2016, Every day, Daily Average",998,771,1290
"3843","100611 (3843)","3746","100525 (3746)","1/1/2016 - 3/31/2016, Every day, Daily Average",589,435,797
"3843","100611 (3843)","3747","100455 (3747)","1/1/2016 - 3/31/2016, Every day, Daily Average",1035,820,1306
"3843","100611 (3843)","3748","100033 (3748)","1/1/2016 - 3/31/2016, Every day, Daily Average",339,221,519
"3843","100611 (3843)","3751","100431 (3751)","1/1/2016 - 3/31/2016, Every day, Daily Average",1080,859,1357
"3843","100611 (3843)","3752","100522 (3752)","1/1/2016 - 3/31/2016, Every day, Daily Average",484,342,684
"3843","100611 (3843)","3753","100071 (3753)","1/1/2016 - 3/31/2016, Every day, Daily Average",574,386,853
"3843","100611 (3843)","3754","100492 (3754)","1/1/2016 - 3/31/2016, Every day, Daily Average",729,550,965
"3843","100611 (3843)","3755","100204 (3755)","1/1/2016 - 3/31/2016, Every day, Daily Average",200,115,345
"3843","100611 (3843)","3756","10002R (3756)","1/1/2016 - 3/31/2016, Every day, Daily Average",657,431,1000
"3843","100611 (3843)","3758","100523 (3758)","1/1/2016 - 3/31/2016, Every day, Daily Average",519,371,725
"3843","100611 (3843)","3759","100564 (3759)","1/1/2016 - 3/31/2016, Every day, Daily Average",396,274,571
"3843","100611 (3843)","3760","100041 (3760)","1/1/2016 - 3/31/2016, Every day, Daily Average",527,337,823
"3843","100611 (3843)","3761","100043 (3761)","1/1/2016 - 3/31/2016, Every day, Daily Average",422,275,646
"3843","100611 (3843)","3762","100591 (3762)","1/1/2016 - 3/31/2016, Every day, Daily Average",285,161,502
"3843","100611 (3843)","3763","100593 (3763)","1/1/2016 - 3/31/2016, Every day, Daily Average",111,64,191
"3843","100611 (3843)","3766","100044 (3766)","1/1/2016 - 3/31/2016, Every day, Daily Average",355,228,551
"3843","100611 (3843)","3767","100112 (3767)","1/1/2016 - 3/31/2016, Every day, Daily Average",733,510,1052
"3843","100611 (3843)","3768","100473 (3768)","1/1/2016 - 3/31/2016, Every day, Daily Average",835,641,1086
"3843","100611 (3843)","3769","100051 (3769)","1/1/2016 - 3/31/2016, Every day, Daily Average",279,161,482
