"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"3843","100611 (3843)","2669","507712 (2669)","1/1/2016 - 3/31/2016, Every day, Daily Average",1918,1325,2774
"3843","100611 (3843)","2685","910753 (2685)","1/1/2016 - 3/31/2016, Every day, Daily Average",1705,1356,2142
"3843","100611 (3843)","2713","507711 (2713)","1/1/2016 - 3/31/2016, Every day, Daily Average",1858,1276,2704
"3843","100611 (3843)","2718","910842 (2718)","1/1/2016 - 3/31/2016, Every day, Daily Average",1560,1292,1882
"3843","100611 (3843)","2720","910811 (2720)","1/1/2016 - 3/31/2016, Every day, Daily Average",1547,1200,1993
"3843","100611 (3843)","2743","910752 (2743)","1/1/2016 - 3/31/2016, Every day, Daily Average",1683,1376,2057
"3843","100611 (3843)","2745","910843 (2745)","1/1/2016 - 3/31/2016, Every day, Daily Average",1497,1170,1914
"3843","100611 (3843)","2771","910835 (2771)","1/1/2016 - 3/31/2016, Every day, Daily Average",1514,1194,1919
"3843","100611 (3843)","2783","910841 (2783)","1/1/2016 - 3/31/2016, Every day, Daily Average",1607,1291,1999
"3843","100611 (3843)","2786","507642 (2786)","1/1/2016 - 3/31/2016, Every day, Daily Average",1822,1250,2654
"3843","100611 (3843)","2827","910834 (2827)","1/1/2016 - 3/31/2016, Every day, Daily Average",1434,1146,1793
"3843","100611 (3843)","2830","910851 (2830)","1/1/2016 - 3/31/2016, Every day, Daily Average",1442,1152,1804
"3843","100611 (3843)","2837","507641 (2837)","1/1/2016 - 3/31/2016, Every day, Daily Average",1752,1193,2572
"3843","100611 (3843)","2850","910864 (2850)","1/1/2016 - 3/31/2016, Every day, Daily Average",1412,1142,1744
"3843","100611 (3843)","2862","507655 (2862)","1/1/2016 - 3/31/2016, Every day, Daily Average",1750,1180,2594
"3843","100611 (3843)","2872","508066 (2872)","1/1/2016 - 3/31/2016, Every day, Daily Average",2070,1639,2613
"3843","100611 (3843)","2874","910833 (2874)","1/1/2016 - 3/31/2016, Every day, Daily Average",1387,1116,1722
"3843","100611 (3843)","2887","507601 (2887)","1/1/2016 - 3/31/2016, Every day, Daily Average",1711,1144,2558
"3843","100611 (3843)","2908","910892 (2908)","1/1/2016 - 3/31/2016, Every day, Daily Average",1644,1287,2098
"3843","100611 (3843)","2911","910863 (2911)","1/1/2016 - 3/31/2016, Every day, Daily Average",1583,1267,1977
"3843","100611 (3843)","2921","507550 (2921)","1/1/2016 - 3/31/2016, Every day, Daily Average",1641,1107,2431
"3843","100611 (3843)","2925","508404 (2925)","1/1/2016 - 3/31/2016, Every day, Daily Average",2004,1596,2515
"3843","100611 (3843)","2927","910831 (2927)","1/1/2016 - 3/31/2016, Every day, Daily Average",1339,1048,1710
"3843","100611 (3843)","2930","910861 (2930)","1/1/2016 - 3/31/2016, Every day, Daily Average",1646,1183,2289
"3843","100611 (3843)","2934","507562 (2934)","1/1/2016 - 3/31/2016, Every day, Daily Average",1641,1105,2436
"3843","100611 (3843)","2952","910940 (2952)","1/1/2016 - 3/31/2016, Every day, Daily Average",1324,1058,1655
"3843","100611 (3843)","2953","507534 (2953)","1/1/2016 - 3/31/2016, Every day, Daily Average",1687,1137,2501
"3843","100611 (3843)","2958","508393 (2958)","1/1/2016 - 3/31/2016, Every day, Daily Average",2020,1593,2560
"3843","100611 (3843)","2960","508272 (2960)","1/1/2016 - 3/31/2016, Every day, Daily Average",1717,1312,2246
"3843","100611 (3843)","2961","910921 (2961)","1/1/2016 - 3/31/2016, Every day, Daily Average",1314,1026,1682
"3843","100611 (3843)","2964","507561 (2964)","1/1/2016 - 3/31/2016, Every day, Daily Average",1478,1046,2088
"3843","100611 (3843)","2969","508382 (2969)","1/1/2016 - 3/31/2016, Every day, Daily Average",1950,1524,2494
"3843","100611 (3843)","2970","508472 (2970)","1/1/2016 - 3/31/2016, Every day, Daily Average",1987,1594,2476
"3843","100611 (3843)","2971","508271 (2971)","1/1/2016 - 3/31/2016, Every day, Daily Average",1922,1483,2490
"3843","100611 (3843)","2973","508471 (2973)","1/1/2016 - 3/31/2016, Every day, Daily Average",1998,1517,2630
"3843","100611 (3843)","2988","507532 (2988)","1/1/2016 - 3/31/2016, Every day, Daily Average",1455,1047,2021
"3843","100611 (3843)","2991","910902 (2991)","1/1/2016 - 3/31/2016, Every day, Daily Average",1893,1364,2626
"3843","100611 (3843)","2996","910881 (2996)","1/1/2016 - 3/31/2016, Every day, Daily Average",1695,1309,2193
"3843","100611 (3843)","3002","508473 (3002)","1/1/2016 - 3/31/2016, Every day, Daily Average",2030,1576,2614
"3843","100611 (3843)","3011","508291 (3011)","1/1/2016 - 3/31/2016, Every day, Daily Average",1559,1148,2116
"3843","100611 (3843)","3012","910952 (3012)","1/1/2016 - 3/31/2016, Every day, Daily Average",1762,1457,2129
"3843","100611 (3843)","3013","910891 (3013)","1/1/2016 - 3/31/2016, Every day, Daily Average",1537,1195,1975
"3843","100611 (3843)","3014","910922 (3014)","1/1/2016 - 3/31/2016, Every day, Daily Average",1269,970,1659
"3843","100611 (3843)","3018","910930 (3018)","1/1/2016 - 3/31/2016, Every day, Daily Average",1243,989,1561
"3843","100611 (3843)","3019","910951 (3019)","1/1/2016 - 3/31/2016, Every day, Daily Average",1610,1311,1977
"3843","100611 (3843)","3028","407460 (3028)","1/1/2016 - 3/31/2016, Every day, Daily Average",1484,1026,2146
"3843","100611 (3843)","3029","508361 (3029)","1/1/2016 - 3/31/2016, Every day, Daily Average",1797,1448,2229
"3843","100611 (3843)","3031","508371 (3031)","1/1/2016 - 3/31/2016, Every day, Daily Average",1881,1501,2355
"3843","100611 (3843)","3033","508372 (3033)","1/1/2016 - 3/31/2016, Every day, Daily Average",1879,1488,2372
"3843","100611 (3843)","3035","508482 (3035)","1/1/2016 - 3/31/2016, Every day, Daily Average",1984,1629,2414
"3843","100611 (3843)","3042","508285 (3042)","1/1/2016 - 3/31/2016, Every day, Daily Average",1592,1250,2027
"3843","100611 (3843)","3044","508323 (3044)","1/1/2016 - 3/31/2016, Every day, Daily Average",1747,1390,2195
"3843","100611 (3843)","3052","910901 (3052)","1/1/2016 - 3/31/2016, Every day, Daily Average",1351,1025,1780
"3843","100611 (3843)","3053","508313 (3053)","1/1/2016 - 3/31/2016, Every day, Daily Average",1612,1269,2046
"3843","100611 (3843)","3057","508321 (3057)","1/1/2016 - 3/31/2016, Every day, Daily Average",1726,1337,2228
"3843","100611 (3843)","3059","508312 (3059)","1/1/2016 - 3/31/2016, Every day, Daily Average",1569,1231,1998
"3843","100611 (3843)","3069","910911 (3069)","1/1/2016 - 3/31/2016, Every day, Daily Average",1428,1075,1896
"3843","100611 (3843)","3073","407450 (3073)","1/1/2016 - 3/31/2016, Every day, Daily Average",1353,975,1876
"3843","100611 (3843)","3074","910910 (3074)","1/1/2016 - 3/31/2016, Every day, Daily Average",1828,1302,2565
"3843","100611 (3843)","3077","910960 (3077)","1/1/2016 - 3/31/2016, Every day, Daily Average",1713,1426,2057
"3843","100611 (3843)","3088","910973 (3088)","1/1/2016 - 3/31/2016, Every day, Daily Average",1178,907,1529
"3843","100611 (3843)","3094","407244 (3094)","1/1/2016 - 3/31/2016, Every day, Daily Average",1324,952,1839
"3843","100611 (3843)","3098","910912 (3098)","1/1/2016 - 3/31/2016, Every day, Daily Average",1336,1042,1711
"3843","100611 (3843)","3100","407241 (3100)","1/1/2016 - 3/31/2016, Every day, Daily Average",1284,937,1758
"3843","100611 (3843)","3103","508311 (3103)","1/1/2016 - 3/31/2016, Every day, Daily Average",1596,1219,2088
"3843","100611 (3843)","3111","508302 (3111)","1/1/2016 - 3/31/2016, Every day, Daily Average",1526,1200,1940
"3843","100611 (3843)","3114","407383 (3114)","1/1/2016 - 3/31/2016, Every day, Daily Average",1823,1289,2576
"3843","100611 (3843)","3116","508301 (3116)","1/1/2016 - 3/31/2016, Every day, Daily Average",1534,1169,2011
"3843","100611 (3843)","3117","407382 (3117)","1/1/2016 - 3/31/2016, Every day, Daily Average",1668,1198,2321
"3843","100611 (3843)","3119","407371 (3119)","1/1/2016 - 3/31/2016, Every day, Daily Average",1531,1121,2089
"3843","100611 (3843)","3120","407370 (3120)","1/1/2016 - 3/31/2016, Every day, Daily Average",1422,1096,1844
"3843","100611 (3843)","3121","407361 (3121)","1/1/2016 - 3/31/2016, Every day, Daily Average",1414,1057,1891
"3843","100611 (3843)","3123","910980 (3123)","1/1/2016 - 3/31/2016, Every day, Daily Average",1132,879,1457
"3843","100611 (3843)","3126","407360 (3126)","1/1/2016 - 3/31/2016, Every day, Daily Average",1412,1034,1927
"3843","100611 (3843)","3128","910972 (3128)","1/1/2016 - 3/31/2016, Every day, Daily Average",1439,1091,1897
"3843","100611 (3843)","3129","407351 (3129)","1/1/2016 - 3/31/2016, Every day, Daily Average",1332,973,1823
"3843","100611 (3843)","3134","407331 (3134)","1/1/2016 - 3/31/2016, Every day, Daily Average",1616,1201,2172
"3843","100611 (3843)","3137","407344 (3137)","1/1/2016 - 3/31/2016, Every day, Daily Average",1506,1123,2018
"3843","100611 (3843)","3139","407310 (3139)","1/1/2016 - 3/31/2016, Every day, Daily Average",1715,1425,2063
"3843","100611 (3843)","3143","407343 (3143)","1/1/2016 - 3/31/2016, Every day, Daily Average",1391,1004,1925
"3843","100611 (3843)","3145","407301 (3145)","1/1/2016 - 3/31/2016, Every day, Daily Average",1730,1334,2243
"3843","100611 (3843)","3146","407170 (3146)","1/1/2016 - 3/31/2016, Every day, Daily Average",1493,1125,1981
"3843","100611 (3843)","3147","407352 (3147)","1/1/2016 - 3/31/2016, Every day, Daily Average",1326,977,1797
"3843","100611 (3843)","3148","407332 (3148)","1/1/2016 - 3/31/2016, Every day, Daily Average",1739,1311,2304
"3843","100611 (3843)","3150","407303 (3150)","1/1/2016 - 3/31/2016, Every day, Daily Average",1845,1447,2351
"3843","100611 (3843)","3153","407242 (3153)","1/1/2016 - 3/31/2016, Every day, Daily Average",1259,897,1765
"3843","100611 (3843)","3160","407181 (3160)","1/1/2016 - 3/31/2016, Every day, Daily Average",1588,1235,2041
"3843","100611 (3843)","3162","407298 (3162)","1/1/2016 - 3/31/2016, Every day, Daily Average",1703,1283,2259
"3843","100611 (3843)","3166","407281 (3166)","1/1/2016 - 3/31/2016, Every day, Daily Average",1770,1304,2401
"3843","100611 (3843)","3168","407297 (3168)","1/1/2016 - 3/31/2016, Every day, Daily Average",1493,1213,1837
"3843","100611 (3843)","3173","910991 (3173)","1/1/2016 - 3/31/2016, Every day, Daily Average",972,747,1263
"3843","100611 (3843)","3175","407282 (3175)","1/1/2016 - 3/31/2016, Every day, Daily Average",1684,1247,2273
"3843","100611 (3843)","3177","910974 (3177)","1/1/2016 - 3/31/2016, Every day, Daily Average",1066,822,1382
"3843","100611 (3843)","3178","407296 (3178)","1/1/2016 - 3/31/2016, Every day, Daily Average",1497,1179,1900
"3843","100611 (3843)","3181","407283 (3181)","1/1/2016 - 3/31/2016, Every day, Daily Average",1654,1228,2226
"3843","100611 (3843)","3185","407160 (3185)","1/1/2016 - 3/31/2016, Every day, Daily Average",1397,1038,1878
"3843","100611 (3843)","3188","407254 (3188)","1/1/2016 - 3/31/2016, Every day, Daily Average",1318,964,1800
"3843","100611 (3843)","3189","407295 (3189)","1/1/2016 - 3/31/2016, Every day, Daily Average",1428,1146,1778
"3843","100611 (3843)","3191","407284 (3191)","1/1/2016 - 3/31/2016, Every day, Daily Average",1580,1148,2173
"3843","100611 (3843)","3192","407182 (3192)","1/1/2016 - 3/31/2016, Every day, Daily Average",1517,1141,2015
"3843","100611 (3843)","3195","407271 (3195)","1/1/2016 - 3/31/2016, Every day, Daily Average",1499,1138,1972
"3843","100611 (3843)","3197","910971 (3197)","1/1/2016 - 3/31/2016, Every day, Daily Average",1033,786,1356
"3843","100611 (3843)","3198","407245 (3198)","1/1/2016 - 3/31/2016, Every day, Daily Average",1231,893,1696
"3843","100611 (3843)","3199","407272 (3199)","1/1/2016 - 3/31/2016, Every day, Daily Average",1521,1120,2064
"3843","100611 (3843)","3204","407262 (3204)","1/1/2016 - 3/31/2016, Every day, Daily Average",1457,1067,1987
"3843","100611 (3843)","3205","407260 (3205)","1/1/2016 - 3/31/2016, Every day, Daily Average",1377,1007,1881
"3843","100611 (3843)","3206","407261 (3206)","1/1/2016 - 3/31/2016, Every day, Daily Average",1313,965,1784
"3843","100611 (3843)","3211","407155 (3211)","1/1/2016 - 3/31/2016, Every day, Daily Average",1291,981,1697
"3843","100611 (3843)","3214","407195 (3214)","1/1/2016 - 3/31/2016, Every day, Daily Average",1434,1033,1988
"3843","100611 (3843)","3215","407273 (3215)","1/1/2016 - 3/31/2016, Every day, Daily Average",1977,1360,2872
"3843","100611 (3843)","3216","407196 (3216)","1/1/2016 - 3/31/2016, Every day, Daily Average",1435,1064,1935
"3843","100611 (3843)","3219","407233 (3219)","1/1/2016 - 3/31/2016, Every day, Daily Average",1204,909,1594
"3843","100611 (3843)","3220","407154 (3220)","1/1/2016 - 3/31/2016, Every day, Daily Average",1312,987,1742
"3843","100611 (3843)","3221","407152 (3221)","1/1/2016 - 3/31/2016, Every day, Daily Average",1326,991,1772
"3843","100611 (3843)","3222","407191 (3222)","1/1/2016 - 3/31/2016, Every day, Daily Average",1280,1006,1627
"3843","100611 (3843)","3223","407234 (3223)","1/1/2016 - 3/31/2016, Every day, Daily Average",1167,837,1625
"3843","100611 (3843)","3225","407193 (3225)","1/1/2016 - 3/31/2016, Every day, Daily Average",1259,959,1652
"3843","100611 (3843)","3226","407231 (3226)","1/1/2016 - 3/31/2016, Every day, Daily Average",1144,808,1618
"3843","100611 (3843)","3231","407212 (3231)","1/1/2016 - 3/31/2016, Every day, Daily Average",1705,1162,2499
"3843","100611 (3843)","3234","407203 (3234)","1/1/2016 - 3/31/2016, Every day, Daily Average",1403,990,1987
"3843","100611 (3843)","3236","407194 (3236)","1/1/2016 - 3/31/2016, Every day, Daily Average",1253,934,1680
"3843","100611 (3843)","3243","407192 (3243)","1/1/2016 - 3/31/2016, Every day, Daily Average",1251,929,1683
"3843","100611 (3843)","3248","407210 (3248)","1/1/2016 - 3/31/2016, Every day, Daily Average",1467,1023,2102
"3843","100611 (3843)","3253","407232 (3253)","1/1/2016 - 3/31/2016, Every day, Daily Average",1120,791,1584
"3843","100611 (3843)","3254","407111 (3254)","1/1/2016 - 3/31/2016, Every day, Daily Average",1339,997,1796
"3843","100611 (3843)","3255","407120 (3255)","1/1/2016 - 3/31/2016, Every day, Daily Average",1229,908,1662
"3843","100611 (3843)","3257","407235 (3257)","1/1/2016 - 3/31/2016, Every day, Daily Average",1246,892,1739
"3843","100611 (3843)","3263","407236 (3263)","1/1/2016 - 3/31/2016, Every day, Daily Average",1214,862,1708
"3843","100611 (3843)","3264","407061 (3264)","1/1/2016 - 3/31/2016, Every day, Daily Average",987,689,1412
"3843","100611 (3843)","3267","407110 (3267)","1/1/2016 - 3/31/2016, Every day, Daily Average",1301,900,1880
"3843","100611 (3843)","3272","407112 (3272)","1/1/2016 - 3/31/2016, Every day, Daily Average",1399,945,2070
"3843","100611 (3843)","3273","100311 (3273)","1/1/2016 - 3/31/2016, Every day, Daily Average",828,535,1280
"3843","100611 (3843)","3275","407121 (3275)","1/1/2016 - 3/31/2016, Every day, Daily Average",1217,873,1694
"3843","100611 (3843)","3276","407131 (3276)","1/1/2016 - 3/31/2016, Every day, Daily Average",1656,1164,2355
"3843","100611 (3843)","3277","407065 (3277)","1/1/2016 - 3/31/2016, Every day, Daily Average",1113,782,1583
"3843","100611 (3843)","3281","407102 (3281)","1/1/2016 - 3/31/2016, Every day, Daily Average",1103,797,1525
"3843","100611 (3843)","3288","407062 (3288)","1/1/2016 - 3/31/2016, Every day, Daily Average",1078,779,1491
"3843","100611 (3843)","3291","407108 (3291)","1/1/2016 - 3/31/2016, Every day, Daily Average",1134,821,1564
"3843","100611 (3843)","3292","407066 (3292)","1/1/2016 - 3/31/2016, Every day, Daily Average",1093,765,1561
"3843","100611 (3843)","3302","407104 (3302)","1/1/2016 - 3/31/2016, Every day, Daily Average",1125,826,1530
"3843","100611 (3843)","3303","407141 (3303)","1/1/2016 - 3/31/2016, Every day, Daily Average",1420,1004,2007
"3843","100611 (3843)","3305","406940 (3305)","1/1/2016 - 3/31/2016, Every day, Daily Average",1209,875,1668
"3843","100611 (3843)","3306","406950 (3306)","1/1/2016 - 3/31/2016, Every day, Daily Average",1173,874,1574
"3843","100611 (3843)","3312","406920 (3312)","1/1/2016 - 3/31/2016, Every day, Daily Average",1264,919,1738
"3843","100611 (3843)","3318","407101 (3318)","1/1/2016 - 3/31/2016, Every day, Daily Average",1301,929,1821
"3843","100611 (3843)","3322","406951 (3322)","1/1/2016 - 3/31/2016, Every day, Daily Average",1255,920,1711
"3843","100611 (3843)","3324","407063 (3324)","1/1/2016 - 3/31/2016, Every day, Daily Average",1182,815,1713
"3843","100611 (3843)","3325","406931 (3325)","1/1/2016 - 3/31/2016, Every day, Daily Average",1266,915,1751
"3843","100611 (3843)","3327","406900 (3327)","1/1/2016 - 3/31/2016, Every day, Daily Average",1369,983,1905
"3843","100611 (3843)","3331","406952 (3331)","1/1/2016 - 3/31/2016, Every day, Daily Average",1472,1033,2096
"3843","100611 (3843)","3336","406941 (3336)","1/1/2016 - 3/31/2016, Every day, Daily Average",1250,948,1647
"3843","100611 (3843)","3338","407082 (3338)","1/1/2016 - 3/31/2016, Every day, Daily Average",1220,853,1743
"3843","100611 (3843)","3343","407083 (3343)","1/1/2016 - 3/31/2016, Every day, Daily Average",1279,890,1837
"3843","100611 (3843)","3347","407064 (3347)","1/1/2016 - 3/31/2016, Every day, Daily Average",1100,775,1559
"3843","100611 (3843)","3348","407090 (3348)","1/1/2016 - 3/31/2016, Every day, Daily Average",1321,952,1831
"3843","100611 (3843)","3349","406932 (3349)","1/1/2016 - 3/31/2016, Every day, Daily Average",1351,1003,1819
"3843","100611 (3843)","3353","406800 (3353)","1/1/2016 - 3/31/2016, Every day, Daily Average",1386,1028,1867
"3843","100611 (3843)","3354","406961 (3354)","1/1/2016 - 3/31/2016, Every day, Daily Average",1511,1097,2079
"3843","100611 (3843)","3359","406933 (3359)","1/1/2016 - 3/31/2016, Every day, Daily Average",1318,945,1837
"3843","100611 (3843)","3370","100281 (3370)","1/1/2016 - 3/31/2016, Every day, Daily Average",916,674,1243
"3843","100611 (3843)","3371","406963 (3371)","1/1/2016 - 3/31/2016, Every day, Daily Average",1425,1038,1956
"3843","100611 (3843)","3372","100301 (3372)","1/1/2016 - 3/31/2016, Every day, Daily Average",664,487,904
"3843","100611 (3843)","3374","406861 (3374)","1/1/2016 - 3/31/2016, Every day, Daily Average",1332,949,1869
"3843","100611 (3843)","3375","100324 (3375)","1/1/2016 - 3/31/2016, Every day, Daily Average",697,515,941
"3843","100611 (3843)","3376","406971 (3376)","1/1/2016 - 3/31/2016, Every day, Daily Average",1450,1042,2017
"3843","100611 (3843)","3377","100392 (3377)","1/1/2016 - 3/31/2016, Every day, Daily Average",876,623,1231
"3843","100611 (3843)","3378","407091 (3378)","1/1/2016 - 3/31/2016, Every day, Daily Average",1346,963,1881
"3843","100611 (3843)","3381","406962 (3381)","1/1/2016 - 3/31/2016, Every day, Daily Average",1578,1155,2154
"3843","100611 (3843)","3382","100393 (3382)","1/1/2016 - 3/31/2016, Every day, Daily Average",805,565,1146
"3843","100611 (3843)","3384","407051 (3384)","1/1/2016 - 3/31/2016, Every day, Daily Average",1139,804,1613
"3843","100611 (3843)","3385","407084 (3385)","1/1/2016 - 3/31/2016, Every day, Daily Average",1658,1047,2623
"3843","100611 (3843)","3388","406881 (3388)","1/1/2016 - 3/31/2016, Every day, Daily Average",1273,946,1711
"3843","100611 (3843)","3389","100321 (3389)","1/1/2016 - 3/31/2016, Every day, Daily Average",587,429,802
"3843","100611 (3843)","3393","406880 (3393)","1/1/2016 - 3/31/2016, Every day, Daily Average",1304,950,1788
"3843","100611 (3843)","3394","100284 (3394)","1/1/2016 - 3/31/2016, Every day, Daily Average",758,550,1044
"3843","100611 (3843)","3395","406994 (3395)","1/1/2016 - 3/31/2016, Every day, Daily Average",1355,986,1861
"3843","100611 (3843)","3396","100381 (3396)","1/1/2016 - 3/31/2016, Every day, Daily Average",836,591,1182
"3843","100611 (3843)","3401","406801 (3401)","1/1/2016 - 3/31/2016, Every day, Daily Average",1361,1004,1844
"3843","100611 (3843)","3402","406991 (3402)","1/1/2016 - 3/31/2016, Every day, Daily Average",1275,960,1692
"3843","100611 (3843)","3405","40699D (3405)","1/1/2016 - 3/31/2016, Every day, Daily Average",1380,1052,1810
"3843","100611 (3843)","3406","100261 (3406)","1/1/2016 - 3/31/2016, Every day, Daily Average",901,634,1279
"3843","100611 (3843)","3411","100304 (3411)","1/1/2016 - 3/31/2016, Every day, Daily Average",548,394,762
"3843","100611 (3843)","3413","100291 (3413)","1/1/2016 - 3/31/2016, Every day, Daily Average",674,488,929
"3843","100611 (3843)","3414","100283 (3414)","1/1/2016 - 3/31/2016, Every day, Daily Average",732,525,1019
"3843","100611 (3843)","3415","100282 (3415)","1/1/2016 - 3/31/2016, Every day, Daily Average",830,612,1125
"3843","100611 (3843)","3416","406993 (3416)","1/1/2016 - 3/31/2016, Every day, Daily Average",1394,980,1982
"3843","100611 (3843)","3421","100325 (3421)","1/1/2016 - 3/31/2016, Every day, Daily Average",642,461,894
"3843","100611 (3843)","3422","406992 (3422)","1/1/2016 - 3/31/2016, Every day, Daily Average",1344,989,1825
"3843","100611 (3843)","3423","100302 (3423)","1/1/2016 - 3/31/2016, Every day, Daily Average",608,432,855
"3843","100611 (3843)","3424","100382 (3424)","1/1/2016 - 3/31/2016, Every day, Daily Average",741,545,1006
"3843","100611 (3843)","3425","100273 (3425)","1/1/2016 - 3/31/2016, Every day, Daily Average",850,632,1142
"3843","100611 (3843)","3430","100272 (3430)","1/1/2016 - 3/31/2016, Every day, Daily Average",774,567,1055
"3843","100611 (3843)","3431","100322 (3431)","1/1/2016 - 3/31/2016, Every day, Daily Average",648,475,883
"3843","100611 (3843)","3432","100331 (3432)","1/1/2016 - 3/31/2016, Every day, Daily Average",484,344,680
"3843","100611 (3843)","3434","406872 (3434)","1/1/2016 - 3/31/2016, Every day, Daily Average",1333,981,1810
